state,county,tract,block group,P0010001,P0030002,P0050003,P0040003,P0030004,P0060004,P0030005,P0030003,state,county,tract,block group,geoid,tot_pop,pr_white,pr_hisp_lat,pr_native,pr_native+,pr_asian,pr_black_afr_am
02,020,002201,2,1451,704,676,86,148,221,361,31,02,020,002201,2,020200022012,1451,0.48518263266712613,0.059269469331495524,0.1019986216402481,0.15230875258442453,0.24879393521709167,0.021364576154376293
02,020,002201,3,1549,875,826,137,100,153,308,61,02,020,002201,3,020200022013,1549,0.5648805681084571,0.08844415752098128,0.0645577792123951,0.0987734021949645,0.1988379599741769,0.039380245319561004
02,020,002201,4,675,534,514,46,30,48,48,19,02,020,002201,4,020200022014,675,0.7911111111111111,0.06814814814814815,0.044444444444444446,0.07111111111111111,0.07111111111111111,0.028148148148148148
02,020,002202,1,861,517,480,78,83,153,101,34,02,020,002202,1,020200022021,861,0.6004645760743321,0.09059233449477352,0.09639953542392567,0.17770034843205576,0.1173054587688734,0.03948896631823461
02,020,002202,2,503,325,312,30,58,89,19,20,02,020,002202,2,020200022022,503,0.6461232604373758,0.05964214711729622,0.11530815109343936,0.17693836978131214,0.03777335984095427,0.039761431411530816
02,020,002202,3,1063,778,734,99,52,80,61,44,02,020,002202,3,020200022023,1063,0.7318908748824082,0.09313264346190028,0.04891815616180621,0.07525870178739416,0.05738476011288805,0.041392285983066796
02,020,002202,4,533,294,270,45,86,105,56,32,02,020,002202,4,020200022024,533,0.551594746716698,0.08442776735459662,0.16135084427767354,0.19699812382739212,0.1050656660412758,0.0600375234521576
02,020,002301,1,2369,1861,1794,102,95,175,172,54,02,020,002301,1,020200023011,2369,0.785563528915154,0.043056141831996624,0.04010130856901646,0.07387083157450401,0.07260447446179823,0.022794428028704093
02,020,002301,2,1832,1454,1400,78,69,141,107,57,02,020,002301,2,020200023012,1832,0.7936681222707423,0.0425764192139738,0.03766375545851528,0.0769650655021834,0.0584061135371179,0.03111353711790393
02,020,002301,3,1954,1156,1090,134,148,214,415,35,02,020,002301,3,020200023013,1954,0.5916069600818833,0.06857727737973388,0.07574206755373593,0.10951893551688843,0.21238485158648926,0.01791197543500512
02,020,002301,4,933,723,705,37,75,115,31,20,02,020,002301,4,020200023014,933,0.77491961414791,0.03965702036441586,0.08038585209003216,0.1232583065380493,0.03322615219721329,0.021436227224008574
02,020,002302,1,844,595,569,47,86,109,49,15,02,020,002302,1,020200023021,844,0.7049763033175356,0.05568720379146919,0.1018957345971564,0.12914691943127962,0.058056872037914695,0.017772511848341232
02,020,002302,2,1157,685,643,102,128,212,129,36,02,020,002302,2,020200023022,1157,0.592048401037165,0.0881590319792567,0.11063094209161625,0.18323249783923942,0.111495246326707,0.03111495246326707
02,020,002302,3,1250,839,805,85,105,167,77,23,02,020,002302,3,020200023023,1250,0.6712,0.068,0.084,0.1336,0.0616,0.0184
02,020,002302,4,796,535,512,35,71,107,71,30,02,020,002302,4,020200023024,796,0.6721105527638191,0.04396984924623116,0.08919597989949749,0.13442211055276382,0.08919597989949749,0.03768844221105527
02,020,002302,5,744,530,502,45,58,96,41,20,02,020,002302,5,020200023025,744,0.7123655913978495,0.06048387096774194,0.07795698924731183,0.12903225806451613,0.05510752688172043,0.026881720430107527
02,020,002303,1,906,628,603,57,76,145,45,31,02,020,002303,1,020200023031,906,0.6931567328918322,0.06291390728476821,0.08388520971302428,0.1600441501103753,0.04966887417218543,0.03421633554083885
02,020,002303,2,1033,787,749,69,81,117,40,17,02,020,002303,2,020200023032,1033,0.7618586640851888,0.06679574056147145,0.07841239109390126,0.1132623426911907,0.03872216844143272,0.016456921587608905
02,020,002303,3,1608,1181,1106,125,120,150,128,52,02,020,002303,3,020200023033,1608,0.7344527363184079,0.07773631840796019,0.07462686567164178,0.09328358208955224,0.07960199004975124,0.03233830845771144
02,020,002303,4,2851,1610,1501,242,250,401,397,150,02,020,002303,4,020200023034,2851,0.5647141353910908,0.08488249736934408,0.0876885303402315,0.1406524026657313,0.13924938618028762,0.0526131182041389
02,020,002303,5,1648,861,807,135,167,265,237,85,02,020,002303,5,020200023035,1648,0.5224514563106796,0.08191747572815535,0.10133495145631068,0.16080097087378642,0.14381067961165048,0.05157766990291262
02,020,002303,6,1227,672,616,136,134,233,132,47,02,020,002303,6,020200023036,1227,0.5476772616136919,0.11083944580277098,0.10920945395273024,0.18989405052974734,0.10757946210268948,0.03830480847595762
02,020,002400,1,617,449,428,40,65,85,31,12,02,020,002400,1,020200024001,617,0.7277147487844409,0.06482982171799027,0.1053484602917342,0.13776337115072934,0.050243111831442464,0.019448946515397084
02,020,002400,2,1295,782,752,73,94,156,161,41,02,020,002400,2,020200024002,1295,0.6038610038610038,0.05637065637065637,0.07258687258687259,0.12046332046332046,0.12432432432432433,0.03166023166023166
02,020,002400,3,1387,920,864,116,180,249,81,45,02,020,002400,3,020200024003,1387,0.6633020908435472,0.083633741888969,0.12977649603460706,0.1795241528478731,0.058399423215573176,0.032444124008651765
02,020,002501,1,1059,670,637,78,130,153,95,42,02,020,002501,1,020200025011,1059,0.6326723323890463,0.07365439093484419,0.12275731822474033,0.14447592067988668,0.08970727101038715,0.039660056657223795
02,020,002501,2,725,448,424,87,75,111,54,17,02,020,002501,2,020200025012,725,0.6179310344827587,0.12,0.10344827586206896,0.15310344827586206,0.07448275862068965,0.023448275862068966
02,020,002501,3,893,532,504,140,98,149,48,41,02,020,002501,3,020200025013,893,0.5957446808510638,0.15677491601343785,0.10974244120940649,0.16685330347144456,0.05375139977603583,0.04591265397536394
02,020,002501,4,1063,743,724,65,75,131,45,60,02,020,002501,4,020200025014,1063,0.6989651928504234,0.06114769520225776,0.07055503292568203,0.12323612417685795,0.04233301975540922,0.05644402634054563
02,020,002501,5,1253,852,799,83,69,129,134,38,02,020,002501,5,020200025015,1253,0.6799680766161214,0.06624102154828412,0.05506783719074222,0.10295291300877893,0.10694333599361533,0.030327214684756583
02,020,002502,1,979,649,616,72,62,88,142,30,02,020,002502,1,020200025021,979,0.6629213483146067,0.0735444330949949,0.06332992849846783,0.0898876404494382,0.14504596527068436,0.030643513789581207
02,020,002502,2,1934,1192,1129,158,175,284,131,130,02,020,002502,2,020200025022,1934,0.6163391933815926,0.08169596690796277,0.0904860392967942,0.1468459152016546,0.06773526370217166,0.0672182006204757
02,020,002502,3,1146,752,719,60,80,140,84,89,02,020,002502,3,020200025023,1146,0.6561954624781849,0.05235602094240838,0.06980802792321117,0.12216404886561955,0.07329842931937172,0.07766143106457242
02,020,002502,4,1177,780,744,102,57,108,112,55,02,020,002502,4,020200025024,1177,0.6627017841971113,0.08666100254885302,0.048428207306711976,0.09175870858113849,0.0951571792693288,0.04672897196261682
02,020,002601,1,1530,876,816,166,164,244,174,80,02,020,002601,1,020200026011,1530,0.5725490196078431,0.1084967320261438,0.10718954248366012,0.15947712418300652,0.11372549019607843,0.05228758169934641
02,020,002601,2,1991,1188,1110,174,168,325,166,116,02,020,002601,2,020200026012,1991,0.5966850828729282,0.0873932697137117,0.08437970868910095,0.16323455549974886,0.08337518834756404,0.05826217980914113
02,020,002601,3,1263,558,519,124,118,187,289,83,02,020,002601,3,020200026013,1263,0.4418052256532066,0.09817893903404593,0.0934283452098179,0.14806017418844022,0.2288202692003167,0.06571654790182106
02,020,002602,1,2437,1376,1275,234,169,309,387,101,02,020,002602,1,020200026021,2437,0.5646286417726714,0.09601969634796881,0.06934755847353304,0.12679524004924086,0.15880180549856382,0.041444398851046366
02,020,002602,2,834,570,542,61,88,144,43,24,02,020,002602,2,020200026022,834,0.6834532374100719,0.07314148681055156,0.10551558752997602,0.17266187050359713,0.05155875299760192,0.02877697841726619
02,020,002602,3,2534,1697,1605,199,192,284,294,83,02,020,002602,3,020200026023,2534,0.6696921862667718,0.07853196527229676,0.07576953433307025,0.11207576953433307,0.11602209944751381,0.032754538279400155
02,020,002603,1,2215,1203,1151,183,263,434,197,112,02,020,002603,1,020200026031,2215,0.5431151241534988,0.08261851015801354,0.11873589164785553,0.19593679458239277,0.0889390519187359,0.05056433408577878
02,020,002603,2,1412,1038,996,73,126,169,111,40,02,020,002603,2,020200026032,1412,0.7351274787535411,0.051699716713881017,0.08923512747875353,0.11968838526912182,0.07861189801699717,0.028328611898016998
02,020,002603,3,2714,1910,1826,181,166,261,291,111,02,020,002603,3,020200026033,2714,0.7037582903463523,0.06669123065585851,0.061164333087693444,0.09616801768607222,0.10722181282240235,0.040899042004421515
02,020,002702,1,2436,1916,1826,156,103,170,200,48,02,020,002702,1,020200027021,2436,0.7865353037766831,0.06403940886699508,0.04228243021346469,0.06978653530377668,0.08210180623973727,0.019704433497536946
02,020,002702,2,2215,1538,1465,150,186,328,117,76,02,020,002702,2,020200027022,2215,0.6943566591422122,0.06772009029345373,0.08397291196388262,0.14808126410835215,0.05282167042889391,0.03431151241534989
02,020,002702,3,1891,1430,1379,102,144,221,94,60,02,020,002702,3,020200027023,1891,0.7562136435748281,0.053939714436805924,0.07615018508725542,0.11686938127974617,0.04970914859862507,0.03172924378635643
02,020,002702,4,1361,1175,1146,42,52,85,33,27,02,020,002702,4,020200027024,1361,0.8633357825128581,0.03085966201322557,0.03820720058780309,0.06245407788390889,0.024246877296105803,0.019838354151359296
02,020,002702,5,1767,1325,1260,148,106,230,63,28,02,020,002702,5,020200027025,1767,0.7498585172608941,0.08375778155065082,0.05998868138087153,0.13016411997736277,0.035653650254668934,0.01584606677985286
02,020,002711,1,1100,912,888,45,39,77,48,12,02,020,002711,1,020200027111,1100,0.8290909090909091,0.04090909090909091,0.035454545454545454,0.07,0.04363636363636364,0.01090909090909091
02,020,002711,2,846,590,577,25,71,103,51,43,02,020,002711,2,020200027112,846,0.6973995271867612,0.02955082742316785,0.08392434988179669,0.12174940898345153,0.06028368794326241,0.0508274231678487
02,020,002711,3,944,753,727,44,51,74,46,14,02,020,002711,3,020200027113,944,0.7976694915254238,0.046610169491525424,0.05402542372881356,0.07838983050847458,0.048728813559322036,0.014830508474576272
02,020,002711,4,3699,2671,2580,184,167,256,443,113,02,020,002711,4,020200027114,3699,0.7220870505542039,0.04974317383076507,0.045147337118140035,0.06920789402541228,0.11976209786428764,0.030548796972154638
02,020,002712,1,1279,686,622,151,161,237,186,58,02,020,002712,1,020200027121,1279,0.5363565285379203,0.11806098514464425,0.12587959343236904,0.1853010164190774,0.145426114151681,0.04534792806880375
02,020,002712,2,1195,453,360,281,196,254,278,10,02,020,002712,2,020200027122,1195,0.3790794979079498,0.23514644351464434,0.16401673640167364,0.2125523012552301,0.23263598326359833,0.008368200836820083
02,020,002712,3,2272,1265,1163,251,217,384,231,147,02,020,002712,3,020200027123,2272,0.5567781690140845,0.11047535211267606,0.09551056338028169,0.16901408450704225,0.10167253521126761,0.06470070422535211
02,020,002712,4,2896,2013,1930,153,133,257,406,71,02,020,002712,4,020200027124,2896,0.6950966850828729,0.05283149171270718,0.045925414364640885,0.08874309392265194,0.14019337016574585,0.02451657458563536
02,020,002712,5,1426,879,811,127,133,208,180,63,02,020,002712,5,020200027125,1426,0.6164095371669004,0.08906030855539972,0.09326788218793829,0.1458625525946704,0.12622720897615708,0.04417952314165498
02,020,002811,1,754,410,379,84,146,197,62,27,02,020,002811,1,020200028111,754,0.5437665782493368,0.11140583554376658,0.19363395225464192,0.2612732095490716,0.08222811671087533,0.03580901856763926
02,020,002811,2,2316,1259,1199,216,272,431,303,97,02,020,002811,2,020200028112,2316,0.5436096718480138,0.09326424870466321,0.11744386873920552,0.18609671848013817,0.13082901554404144,0.041882556131260795
02,020,002811,3,1140,680,623,118,88,137,185,60,02,020,002811,3,020200028113,1140,0.5964912280701754,0.10350877192982456,0.07719298245614035,0.12017543859649123,0.16228070175438597,0.05263157894736842
02,020,002811,4,2103,1372,1317,186,125,194,244,90,02,020,002811,4,020200028114,2103,0.6524013314312886,0.0884450784593438,0.05943889681407513,0.0922491678554446,0.11602472658107466,0.042796005706134094
02,020,002812,1,3304,2637,2554,129,133,226,265,58,02,020,002812,1,020200028121,3304,0.7981234866828087,0.03904358353510896,0.04025423728813559,0.06840193704600485,0.08020581113801453,0.017554479418886198
02,020,002812,2,2316,1970,1906,92,92,144,74,42,02,020,002812,2,020200028122,2316,0.8506044905008635,0.039723661485319514,0.039723661485319514,0.06217616580310881,0.03195164075993091,0.018134715025906734
02,020,002812,3,1546,1407,1367,48,43,62,30,18,02,020,002812,3,020200028123,1546,0.9100905562742562,0.031047865459249677,0.0278137128072445,0.040103492884864166,0.019404915912031046,0.01164294954721863
02,020,002813,1,1544,1360,1341,55,45,68,30,14,02,020,002813,1,020200028131,1544,0.8808290155440415,0.03562176165803109,0.029145077720207253,0.04404145077720207,0.019430051813471502,0.009067357512953367
02,020,002813,2,2198,2012,1994,31,58,93,43,21,02,020,002813,2,020200028132,2198,0.9153776160145587,0.014103730664240218,0.026387625113739762,0.042311191992720654,0.019563239308462238,0.009554140127388535
02,020,002813,3,837,775,763,23,19,25,12,11,02,020,002813,3,020200028133,837,0.9259259259259259,0.027479091995221028,0.022700119474313024,0.02986857825567503,0.014336917562724014,0.013142174432497013
02,020,002821,1,1542,1272,1244,44,38,90,95,41,02,020,002821,1,020200028211,1542,0.8249027237354085,0.028534370946822308,0.02464332036316472,0.058365758754863814,0.061608300907911806,0.026588845654993514
02,020,002821,2,1766,1461,1427,78,74,120,76,28,02,020,002821,2,020200028212,1766,0.8272933182332955,0.044167610419026046,0.04190260475651189,0.06795016987542468,0.04303510758776897,0.015855039637599093
02,020,002821,3,1742,1516,1459,83,65,95,43,43,02,020,002821,3,020200028213,1742,0.870264064293915,0.04764638346727899,0.03731343283582089,0.05453501722158439,0.02468427095292767,0.02468427095292767
02,020,002822,1,1617,1445,1424,32,68,103,20,14,02,020,002822,1,020200028221,1617,0.8936301793444651,0.019789734075448363,0.042053184910327765,0.06369820655534941,0.012368583797155226,0.008658008658008658
02,020,002822,2,1129,992,967,40,53,75,16,14,02,020,002822,2,020200028222,1129,0.8786536758193091,0.0354295837023915,0.046944198405668734,0.06643046944198405,0.0141718334809566,0.012400354295837024
02,020,002822,3,1274,1126,1105,40,48,73,35,6,02,020,002822,3,020200028223,1274,0.8838304552590267,0.03139717425431711,0.03767660910518053,0.05729984301412873,0.027472527472527472,0.004709576138147566
02,020,002823,1,1490,1342,1302,58,29,55,41,11,02,020,002823,1,020200028231,1490,0.9006711409395973,0.038926174496644296,0.019463087248322148,0.03691275167785235,0.027516778523489934,0.00738255033557047
02,020,002823,2,3727,3183,3088,130,104,186,159,68,02,020,002823,2,020200028232,3727,0.854038100348806,0.0348806010195868,0.02790448081566944,0.04990609068956265,0.04266165817011001,0.01824523745639925
02,020,002900,1,185,170,168,4,8,9,2,0,02,020,002900,1,020200029001,185,0.918918918918919,0.021621621621621623,0.043243243243243246,0.04864864864864865,0.010810810810810811,0.0
02,020,002900,2,918,826,805,38,31,54,16,2,02,020,002900,2,020200029002,918,0.8997821350762527,0.04139433551198257,0.03376906318082789,0.058823529411764705,0.017429193899782137,0.002178649237472767
02,020,002900,3,832,788,771,23,10,16,6,0,02,020,002900,3,020200029003,832,0.9471153846153846,0.027644230769230768,0.01201923076923077,0.019230769230769232,0.007211538461538462,0.0
02,020,002900,4,635,566,547,27,5,14,42,3,02,020,002900,4,020200029004,635,0.8913385826771654,0.04251968503937008,0.007874015748031496,0.02204724409448819,0.06614173228346457,0.004724409448818898
02,050,000100,1,1742,69,68,14,1635,1663,2,2,02,050,000100,1,020500001001,1742,0.03960964408725603,0.008036739380022962,0.9385763490241102,0.9546498277841562,0.001148105625717566,0.001148105625717566
02,050,000100,2,1342,35,34,1,1285,1305,0,2,02,050,000100,2,020500001002,1342,0.02608047690014903,0.0007451564828614009,0.9575260804769001,0.9724292101341282,0.0,0.0014903129657228018
02,050,000100,3,2069,71,71,2,1952,1993,2,2,02,050,000100,3,020500001003,2069,0.03431609473175447,0.0009666505558240696,0.943450942484292,0.9632672788786854,0.0009666505558240696,0.0009666505558240696
02,050,000100,4,1125,31,31,3,1088,1093,1,0,02,050,000100,4,020500001004,1125,0.027555555555555555,0.0026666666666666666,0.9671111111111111,0.9715555555555555,0.0008888888888888889,0.0
02,050,000100,5,2225,59,59,8,2140,2165,0,1,02,050,000100,5,020500001005,2225,0.02651685393258427,0.0035955056179775282,0.9617977528089887,0.9730337078651685,0.0,0.00044943820224719103
02,050,000100,6,980,36,36,7,909,939,1,0,02,050,000100,6,020500001006,980,0.036734693877551024,0.007142857142857143,0.9275510204081633,0.9581632653061225,0.0010204081632653062,0.0
02,050,000200,1,3075,590,574,45,2190,2368,43,22,02,050,000200,1,020500002001,3075,0.191869918699187,0.014634146341463415,0.7121951219512195,0.7700813008130082,0.013983739837398375,0.007154471544715447
02,050,000200,2,1750,514,499,59,982,1109,53,24,02,050,000200,2,020500002002,1750,0.2937142857142857,0.03371428571428572,0.5611428571428572,0.6337142857142857,0.030285714285714287,0.013714285714285714
02,050,000200,3,619,145,142,15,406,438,23,5,02,050,000200,3,020500002003,619,0.23424878836833601,0.024232633279483037,0.6558966074313409,0.7075928917609047,0.03715670436187399,0.008077544426494346
02,050,000200,4,636,168,165,17,375,419,34,2,02,050,000200,4,020500002004,636,0.2641509433962264,0.026729559748427674,0.589622641509434,0.6588050314465409,0.05345911949685535,0.0031446540880503146
02,050,000300,1,1002,126,126,6,784,870,0,3,02,050,000300,1,020500003001,1002,0.12574850299401197,0.005988023952095809,0.782435129740519,0.8682634730538922,0.0,0.0029940119760479044
02,050,000300,2,448,50,49,4,363,395,1,2,02,050,000300,2,020500003002,448,0.11160714285714286,0.008928571428571428,0.8102678571428571,0.8816964285714286,0.002232142857142857,0.004464285714285714
02,060,000100,1,981,469,465,23,333,479,6,0,02,060,000100,1,020600001001,981,0.4780835881753313,0.023445463812436288,0.3394495412844037,0.48827726809378186,0.0061162079510703364,0.0
02,060,000100,2,16,12,11,1,1,2,2,0,02,060,000100,2,020600001002,16,0.75,0.0625,0.0625,0.125,0.125,0.0
02,068,000100,1,308,270,266,12,10,24,2,4,02,068,000100,1,020680001001,308,0.8766233766233766,0.03896103896103896,0.032467532467532464,0.07792207792207792,0.006493506493506494,0.012987012987012988
02,068,000100,2,1518,1367,1348,30,55,92,17,6,02,068,000100,2,020680001002,1518,0.9005270092226614,0.019762845849802372,0.036231884057971016,0.06060606060606061,0.011198945981554678,0.003952569169960474
02,070,000100,1,835,32,32,9,781,802,0,0,02,070,000100,1,020700001001,835,0.03832335329341317,0.010778443113772455,0.9353293413173652,0.9604790419161676,0.0,0.0
02,070,000100,2,740,67,67,1,649,671,0,0,02,070,000100,2,020700001002,740,0.09054054054054055,0.0013513513513513514,0.8770270270270271,0.9067567567567567,0.0,0.0
02,070,000100,3,891,47,46,15,707,839,0,2,02,070,000100,3,020700001003,891,0.052749719416386086,0.016835016835016835,0.7934904601571269,0.941638608305275,0.0,0.002244668911335578
02,070,000200,1,1223,425,411,46,607,763,14,3,02,070,000200,1,020700002001,1223,0.3475061324611611,0.03761242845461979,0.4963205233033524,0.6238757154538022,0.011447260834014717,0.0024529844644317253
02,070,000200,2,639,136,132,15,441,491,8,1,02,070,000200,2,020700002002,639,0.21283255086071987,0.023474178403755867,0.6901408450704225,0.7683881064162754,0.012519561815336464,0.001564945226917058
02,070,000200,3,519,171,167,15,285,329,10,5,02,070,000200,3,020700002003,519,0.32947976878612717,0.028901734104046242,0.5491329479768786,0.6339113680154143,0.019267822736030827,0.009633911368015413
02,090,000100,1,1061,664,638,56,235,289,25,56,02,090,000100,1,020900001001,1061,0.6258246936852027,0.0527803958529689,0.22148916116870876,0.27238454288407166,0.0235626767200754,0.0527803958529689
02,090,000100,2,648,475,448,52,58,86,13,38,02,090,000100,2,020900001002,648,0.7330246913580247,0.08024691358024691,0.08950617283950617,0.13271604938271606,0.020061728395061727,0.05864197530864197
02,090,000200,1,1828,1200,1153,101,305,361,50,103,02,090,000200,1,020900002001,1828,0.6564551422319475,0.05525164113785558,0.16684901531728666,0.1974835886214442,0.02735229759299781,0.056345733041575495
02,090,000200,2,1590,968,921,85,290,359,53,138,02,090,000200,2,020900002002,1590,0.6088050314465409,0.05345911949685535,0.18238993710691823,0.22578616352201258,0.03333333333333333,0.08679245283018867
02,090,000300,1,782,428,406,67,103,137,44,91,02,090,000300,1,020900003001,782,0.5473145780051151,0.08567774936061381,0.13171355498721227,0.17519181585677748,0.056265984654731455,0.11636828644501279
02,090,000300,2,1507,747,688,111,253,331,73,246,02,090,000300,2,020900003002,1507,0.49568679495686796,0.07365627073656271,0.1678832116788321,0.21964167219641673,0.04844061048440611,0.16323822163238222
02,090,000300,3,1347,751,704,98,234,314,58,164,02,090,000300,3,020900003003,1347,0.5575352635486266,0.07275426874536006,0.17371937639198218,0.23311061618411286,0.04305864884929473,0.12175204157386786
02,090,000300,4,1322,713,660,98,258,348,46,147,02,090,000300,4,020900003004,1322,0.5393343419062028,0.07413010590015129,0.1951588502269289,0.2632375189107413,0.03479576399394856,0.11119515885022693
02,090,000400,1,1393,972,929,90,92,151,75,103,02,090,000400,1,020900004001,1393,0.6977745872218234,0.06460875807609476,0.06604450825556353,0.10839913854989232,0.05384063173007897,0.07394113424264179
02,090,000400,2,695,446,435,45,61,119,44,37,02,090,000400,2,020900004002,695,0.641726618705036,0.06474820143884892,0.08776978417266187,0.1712230215827338,0.06330935251798561,0.053237410071942444
02,090,000400,3,1012,721,696,53,91,134,32,68,02,090,000400,3,020900004003,1012,0.7124505928853755,0.05237154150197629,0.08992094861660078,0.1324110671936759,0.03162055335968379,0.06719367588932806
02,090,000400,4,1617,1215,1150,123,133,212,53,57,02,090,000400,4,020900004004,1617,0.75139146567718,0.07606679035250463,0.08225108225108226,0.1311069882498454,0.03277674706246135,0.03525046382189239
02,090,000500,1,1262,904,879,62,114,200,38,64,02,090,000500,1,020900005001,1262,0.716323296354992,0.0491283676703645,0.09033280507131537,0.15847860538827258,0.030110935023771792,0.05071315372424723
02,090,000500,2,1109,801,762,86,138,179,40,42,02,090,000500,2,020900005002,1109,0.7222723174030659,0.0775473399458972,0.12443642921550947,0.16140667267808836,0.03606853020739405,0.03787195671776375
02,090,000600,1,1123,772,734,78,157,211,25,57,02,090,000600,1,020900006001,1123,0.6874443455031166,0.06945681211041853,0.13980409617097062,0.18788958147818344,0.02226179875333927,0.05075690115761353
02,090,000600,2,1394,1022,977,103,120,181,57,49,02,090,000600,2,020900006002,1394,0.733142037302726,0.07388809182209469,0.08608321377331421,0.12984218077474893,0.040889526542324243,0.0351506456241033
02,090,000600,3,612,457,431,41,56,81,24,20,02,090,000600,3,020900006003,612,0.7467320261437909,0.06699346405228758,0.0915032679738562,0.1323529411764706,0.0392156862745098,0.032679738562091505
02,090,000600,4,895,522,511,47,184,247,33,41,02,090,000600,4,020900006004,895,0.5832402234636872,0.05251396648044693,0.20558659217877095,0.2759776536312849,0.03687150837988827,0.04581005586592179
02,090,000700,1,1904,1369,1317,99,167,236,104,83,02,090,000700,1,020900007001,1904,0.7190126050420168,0.051995798319327734,0.08771008403361344,0.12394957983193278,0.0546218487394958,0.043592436974789914
02,090,000700,2,1136,677,621,107,157,199,71,103,02,090,000700,2,020900007002,1136,0.5959507042253521,0.09419014084507042,0.1382042253521127,0.17517605633802816,0.0625,0.09066901408450705
02,090,000700,3,1102,760,686,127,98,131,28,92,02,090,000700,3,020900007003,1102,0.6896551724137931,0.11524500907441017,0.08892921960072596,0.11887477313974591,0.025408348457350273,0.08348457350272233
02,090,000800,1,1307,876,829,100,152,240,84,20,02,090,000800,1,020900008001,1307,0.6702371843917369,0.07651109410864575,0.11629686304514154,0.18362662586074982,0.06426931905126243,0.015302218821729151
02,090,000800,2,2102,1380,1341,102,248,385,124,88,02,090,000800,2,020900008002,2102,0.6565176022835395,0.048525214081826834,0.11798287345385347,0.18315889628924834,0.058991436726926735,0.04186489058039962
02,090,000800,3,977,693,657,76,82,140,35,37,02,090,000800,3,020900008003,977,0.7093142272262026,0.07778915046059365,0.08393039918116683,0.14329580348004095,0.03582395087001024,0.037871033776867964
02,090,000800,4,1002,730,679,91,73,106,32,72,02,090,000800,4,020900008004,1002,0.7285429141716567,0.09081836327345309,0.07285429141716566,0.10578842315369262,0.031936127744510975,0.0718562874251497
02,090,000900,1,3113,2609,2540,105,215,323,61,32,02,090,000900,1,020900009001,3113,0.8380982974622551,0.033729521362030196,0.06906521040796659,0.1037584323803405,0.019595245743655638,0.01027947317699968
02,090,000900,2,2659,2233,2191,88,146,276,41,34,02,090,000900,2,020900009002,2659,0.839789394509214,0.03309514855208725,0.05490786009778112,0.10379842045881911,0.015419330575404287,0.012786761940579166
02,090,001000,1,730,550,539,26,84,126,18,10,02,090,001000,1,020900010001,730,0.7534246575342466,0.03561643835616438,0.11506849315068493,0.1726027397260274,0.024657534246575342,0.0136986301369863
02,090,001000,2,799,603,590,37,66,119,22,23,02,090,001000,2,020900010002,799,0.7546933667083855,0.04630788485607009,0.08260325406758448,0.14893617021276595,0.02753441802252816,0.028785982478097622
02,090,001100,1,8143,5556,4965,1259,118,290,196,1125,02,090,001100,1,020900011001,8143,0.6823038192312415,0.1546113226083753,0.014490973842564165,0.035613410291047524,0.024069753162225226,0.13815547095664987
02,090,001200,1,3732,3252,3193,138,135,257,51,30,02,090,001200,1,020900012001,3732,0.8713826366559485,0.03697749196141479,0.03617363344051447,0.06886387995712755,0.013665594855305467,0.008038585209003215
02,090,001200,2,1080,842,823,47,86,175,10,17,02,090,001200,2,020900012002,1080,0.7796296296296297,0.04351851851851852,0.07962962962962963,0.16203703703703703,0.009259259259259259,0.01574074074074074
02,090,001200,3,2042,1727,1679,70,129,218,40,11,02,090,001200,3,020900012003,2042,0.8457394711067581,0.034280117531831536,0.06317335945151811,0.10675808031341821,0.019588638589618023,0.0053868756121449556
02,090,001300,1,1072,872,859,32,101,145,21,11,02,090,001300,1,020900013001,1072,0.8134328358208955,0.029850746268656716,0.09421641791044776,0.13526119402985073,0.01958955223880597,0.010261194029850746
02,090,001300,2,1053,933,928,9,38,70,26,8,02,090,001300,2,020900013002,1053,0.886039886039886,0.008547008547008548,0.03608736942070275,0.06647673314339982,0.024691358024691357,0.007597340930674264
02,090,001300,3,1820,1553,1524,50,77,137,62,16,02,090,001300,3,020900013003,1820,0.8532967032967033,0.027472527472527472,0.04230769230769231,0.07527472527472527,0.03406593406593406,0.008791208791208791
02,090,001300,4,938,841,831,14,45,58,12,3,02,090,001300,4,020900013004,938,0.896588486140725,0.014925373134328358,0.04797441364605544,0.06183368869936034,0.01279317697228145,0.0031982942430703624
02,090,001300,5,1579,1159,1124,52,129,173,141,61,02,090,001300,5,020900013005,1579,0.734008866371121,0.032932235592146926,0.08169727675744141,0.10956301456618113,0.08929702343255225,0.038632045598480054
02,090,001400,1,1460,1288,1250,56,63,98,18,23,02,090,001400,1,020900014001,1460,0.8821917808219178,0.038356164383561646,0.04315068493150685,0.06712328767123288,0.012328767123287671,0.015753424657534248
02,090,001400,2,1355,1143,1133,38,51,111,14,32,02,090,001400,2,020900014002,1355,0.8435424354243543,0.028044280442804426,0.037638376383763834,0.08191881918819188,0.010332103321033211,0.023616236162361623
02,090,001400,3,1318,978,952,65,108,169,24,77,02,090,001400,3,020900014003,1318,0.7420333839150227,0.04931714719271624,0.0819423368740516,0.1282245827010622,0.018209408194233688,0.05842185128983308
02,090,001400,4,675,531,522,34,72,96,10,6,02,090,001400,4,020900014004,675,0.7866666666666666,0.05037037037037037,0.10666666666666667,0.14222222222222222,0.014814814814814815,0.008888888888888889
02,090,001400,5,2549,2077,1994,136,177,264,46,69,02,090,001400,5,020900014005,2549,0.8148293448411141,0.05335425657120439,0.06943899568458219,0.1035700274617497,0.018046292663789723,0.02706943899568458
