state,county,tract,block group,P0010001,P0030002,P0050003,P0040003,P0030004,P0060004,P0030005,P0030003,state,county,tract,block group,geoid,tot_pop,pr_white,pr_hisp_lat,pr_native,pr_native+,pr_asian,pr_black_afr_am
02,020,001400,6,1096,523,482,129,193,261,102,85,02,020,001400,6,020200014006,1096,0.4771897810218978,0.1177007299270073,0.1760948905109489,0.23813868613138686,0.09306569343065693,0.07755474452554745
02,020,001500,1,1301,1038,1020,32,80,118,59,41,02,020,001500,1,020200015001,1301,0.797847809377402,0.024596464258262875,0.061491160645657184,0.09069946195234435,0.045349730976172176,0.03151421983089931
02,020,001500,2,1084,902,874,40,47,64,49,44,02,020,001500,2,020200015002,1084,0.8321033210332104,0.03690036900369004,0.043357933579335796,0.05904059040590406,0.045202952029520294,0.04059040590405904
02,020,001500,3,976,665,630,65,64,113,54,79,02,020,001500,3,020200015003,976,0.6813524590163934,0.06659836065573771,0.06557377049180328,0.11577868852459017,0.055327868852459015,0.08094262295081968
02,020,001500,4,911,620,591,51,54,86,72,19,02,020,001500,4,020200015004,911,0.6805708013172338,0.05598243688254665,0.059275521405049394,0.09440175631174534,0.07903402854006586,0.020856201975850714
02,020,001500,5,832,551,528,44,66,106,59,69,02,020,001500,5,020200015005,832,0.6622596153846154,0.052884615384615384,0.07932692307692307,0.12740384615384615,0.07091346153846154,0.0829326923076923
02,020,001601,1,1309,827,781,122,103,164,91,89,02,020,001601,1,020200016011,1309,0.6317799847211611,0.0932009167303285,0.07868601986249045,0.1252864782276547,0.06951871657754011,0.06799083269671505
02,020,001601,2,1321,600,547,151,157,248,166,124,02,020,001601,2,020200016012,1321,0.45420136260408783,0.11430734292202877,0.11884935654806965,0.18773656320968962,0.12566237698713095,0.09386828160484481
02,020,001601,3,1462,1045,1024,68,115,194,66,36,02,020,001601,3,020200016013,1462,0.7147742818057455,0.046511627906976744,0.0786593707250342,0.1326949384404925,0.04514363885088919,0.024623803009575923
02,020,001602,1,861,591,556,73,102,150,25,32,02,020,001602,1,020200016021,861,0.686411149825784,0.08478513356562137,0.11846689895470383,0.17421602787456447,0.029036004645760744,0.03716608594657375
02,020,001602,2,1264,906,878,63,90,150,78,54,02,020,001602,2,020200016022,1264,0.7167721518987342,0.049841772151898736,0.07120253164556962,0.11867088607594936,0.061708860759493674,0.04272151898734177
02,020,001602,3,1058,562,542,59,167,234,51,88,02,020,001602,3,020200016023,1058,0.5311909262759924,0.055765595463137994,0.15784499054820417,0.22117202268431002,0.048204158790170135,0.0831758034026465
02,020,001602,4,1041,650,632,58,123,171,79,70,02,020,001602,4,020200016024,1041,0.6243996157540826,0.05571565802113353,0.11815561959654179,0.1642651296829971,0.07588856868395773,0.06724303554274735
02,020,001701,1,1246,767,721,74,107,153,91,123,02,020,001701,1,020200017011,1246,0.615569823434992,0.0593900481540931,0.08587479935794542,0.12279293739967898,0.07303370786516854,0.09871589085072231
02,020,001701,2,1832,1272,1231,112,94,184,110,127,02,020,001701,2,020200017012,1832,0.6943231441048034,0.0611353711790393,0.05131004366812227,0.10043668122270742,0.060043668122270744,0.06932314410480349
02,020,001701,3,1170,836,805,61,54,87,41,80,02,020,001701,3,020200017013,1170,0.7145299145299145,0.05213675213675214,0.046153846153846156,0.07435897435897436,0.03504273504273504,0.06837606837606838
02,020,001701,4,1634,901,836,150,189,292,116,188,02,020,001701,4,020200017014,1634,0.5514075887392901,0.09179926560587515,0.11566707466340269,0.17870257037943696,0.07099143206854346,0.11505507955936352
02,020,001701,5,961,648,628,40,55,99,75,82,02,020,001701,5,020200017015,961,0.6742976066597295,0.04162330905306972,0.05723204994797086,0.10301768990634755,0.07804370447450572,0.08532778355879292
02,020,001702,1,801,513,502,29,69,123,46,63,02,020,001702,1,020200017021,801,0.6404494382022472,0.03620474406991261,0.08614232209737828,0.15355805243445692,0.05742821473158552,0.07865168539325842
02,020,001702,2,959,698,688,26,69,123,41,59,02,020,001702,2,020200017022,959,0.7278415015641293,0.027111574556830033,0.07194994786235662,0.12825860271115747,0.04275286757038582,0.061522419186652764
02,020,001702,3,1309,946,904,79,72,96,91,70,02,020,001702,3,020200017023,1309,0.7226890756302521,0.060351413292589765,0.05500381970970206,0.07333842627960276,0.06951871657754011,0.053475935828877004
02,020,001702,4,1720,1093,1056,116,179,257,81,134,02,020,001702,4,020200017024,1720,0.6354651162790698,0.06744186046511629,0.10406976744186046,0.1494186046511628,0.04709302325581395,0.07790697674418605
02,020,001702,5,469,300,290,26,59,100,28,16,02,020,001702,5,020200017025,469,0.6396588486140725,0.05543710021321962,0.1257995735607676,0.21321961620469082,0.05970149253731343,0.03411513859275053
02,020,001731,1,444,180,164,59,56,113,23,74,02,020,001731,1,020200017311,444,0.40540540540540543,0.13288288288288289,0.12612612612612611,0.2545045045045045,0.0518018018018018,0.16666666666666666
02,020,001731,2,1432,846,818,91,124,219,55,193,02,020,001731,2,020200017312,1432,0.590782122905028,0.06354748603351955,0.08659217877094973,0.15293296089385475,0.03840782122905028,0.13477653631284917
02,020,001731,3,1823,907,835,134,273,375,222,138,02,020,001731,3,020200017313,1823,0.4975315414152496,0.07350521119034559,0.14975315414152496,0.2057048820625343,0.12177729018102029,0.07569939659901262
02,020,001731,4,1389,974,918,87,75,152,65,110,02,020,001731,4,020200017314,1389,0.701223902087833,0.06263498920086392,0.05399568034557235,0.10943124550035997,0.04679625629949604,0.07919366450683946
02,020,001731,5,735,458,439,41,52,83,40,51,02,020,001731,5,020200017315,735,0.6231292517006802,0.055782312925170066,0.0707482993197279,0.11292517006802721,0.05442176870748299,0.06938775510204082
02,020,001732,1,1692,1207,1173,76,106,177,93,79,02,020,001732,1,020200017321,1692,0.7133569739952719,0.04491725768321513,0.06264775413711583,0.10460992907801418,0.0549645390070922,0.0466903073286052
02,020,001732,2,1972,1104,1034,184,95,191,149,234,02,020,001732,2,020200017322,1972,0.5598377281947262,0.09330628803245436,0.048174442190669374,0.09685598377281947,0.0755578093306288,0.11866125760649088
02,020,001732,3,1442,988,932,123,98,171,65,112,02,020,001732,3,020200017323,1442,0.6851595006934813,0.08529819694868239,0.06796116504854369,0.11858529819694869,0.04507628294036061,0.07766990291262135
02,020,001732,4,1073,719,679,77,78,128,54,108,02,020,001732,4,020200017324,1073,0.6700838769804287,0.0717614165890028,0.07269338303821063,0.11929170549860205,0.05032618825722274,0.10065237651444547
02,020,001801,1,1087,779,757,47,83,130,91,30,02,020,001801,1,020200018011,1087,0.7166513339466422,0.04323827046918123,0.07635694572217111,0.11959521619135234,0.08371665133394664,0.027598896044158234
02,020,001801,2,1417,893,844,155,138,199,91,81,02,020,001801,2,020200018012,1417,0.6302046577275935,0.10938602681721948,0.09738884968242767,0.14043754410726889,0.06422018348623854,0.05716302046577276
02,020,001801,3,2403,1489,1373,219,218,320,283,122,02,020,001801,3,020200018013,2403,0.6196421140241365,0.09113607990012484,0.09071993341656263,0.13316687473990846,0.11776945484810654,0.05076987099459009
02,020,001802,1,1005,597,564,68,176,235,59,62,02,020,001802,1,020200018021,1005,0.5940298507462687,0.06766169154228856,0.17512437810945275,0.23383084577114427,0.05870646766169154,0.061691542288557215
02,020,001802,2,1127,624,601,116,142,220,65,84,02,020,001802,2,020200018022,1127,0.5536823425022183,0.10292812777284827,0.12599822537710736,0.19520851818988466,0.05767524401064774,0.07453416149068323
02,020,001802,3,977,587,557,79,91,152,70,81,02,020,001802,3,020200018023,977,0.6008188331627431,0.08085977482088025,0.0931422722620266,0.1555783009211873,0.07164790174002048,0.08290685772773797
02,020,001802,4,2428,1031,938,328,338,499,507,77,02,020,001802,4,020200018024,2428,0.42462932454695224,0.13509060955518945,0.13920922570016475,0.2055189456342669,0.20881383855024713,0.03171334431630972
02,020,001900,1,945,336,299,128,146,182,227,67,02,020,001900,1,020200019001,945,0.35555555555555557,0.13544973544973546,0.1544973544973545,0.1925925925925926,0.2402116402116402,0.07089947089947089
02,020,001900,2,972,442,402,134,104,166,166,63,02,020,001900,2,020200019002,972,0.4547325102880658,0.13786008230452676,0.10699588477366255,0.17078189300411523,0.17078189300411523,0.06481481481481481
02,020,001900,3,129,83,81,6,10,18,5,12,02,020,001900,3,020200019003,129,0.6434108527131783,0.046511627906976744,0.07751937984496124,0.13953488372093023,0.03875968992248062,0.09302325581395349
02,020,001900,4,850,341,298,142,90,137,181,66,02,020,001900,4,020200019004,850,0.4011764705882353,0.16705882352941176,0.10588235294117647,0.16117647058823528,0.21294117647058824,0.07764705882352942
02,020,001900,5,1298,664,641,85,179,282,145,89,02,020,001900,5,020200019005,1298,0.5115562403697997,0.06548536209553159,0.137904468412943,0.2172573189522342,0.11171032357473036,0.06856702619414484
02,020,002000,1,902,316,272,175,103,149,208,21,02,020,002000,1,020200020001,902,0.35033259423503327,0.19401330376940132,0.11419068736141907,0.16518847006651885,0.23059866962305986,0.02328159645232816
02,020,002000,2,851,443,404,93,118,162,96,34,02,020,002000,2,020200020002,851,0.5205640423031728,0.10928319623971798,0.13866039952996476,0.19036427732079905,0.1128084606345476,0.0399529964747356
02,020,002000,3,1099,554,507,124,133,216,183,55,02,020,002000,3,020200020003,1099,0.5040946314831665,0.11282984531392175,0.12101910828025478,0.19654231119199272,0.1665150136487716,0.05004549590536852
02,020,002000,4,896,466,446,78,163,236,84,33,02,020,002000,4,020200020004,896,0.5200892857142857,0.08705357142857142,0.18191964285714285,0.26339285714285715,0.09375,0.036830357142857144
02,020,002100,1,786,506,481,43,49,100,33,38,02,020,002100,1,020200021001,786,0.6437659033078881,0.054707379134860054,0.062340966921119595,0.1272264631043257,0.04198473282442748,0.04834605597964377
02,020,002100,2,900,518,482,68,97,130,134,22,02,020,002100,2,020200021002,900,0.5755555555555556,0.07555555555555556,0.10777777777777778,0.14444444444444443,0.14888888888888888,0.024444444444444446
02,020,002100,3,648,428,417,33,71,111,30,13,02,020,002100,3,020200021003,648,0.6604938271604939,0.05092592592592592,0.1095679012345679,0.1712962962962963,0.046296296296296294,0.020061728395061727
02,020,002100,4,535,290,277,44,93,114,52,29,02,020,002100,4,020200021004,535,0.5420560747663551,0.08224299065420561,0.17383177570093458,0.2130841121495327,0.09719626168224299,0.05420560747663551
02,020,002100,5,918,627,592,61,93,144,80,19,02,020,002100,5,020200021005,918,0.6830065359477124,0.0664488017429194,0.10130718954248366,0.1568627450980392,0.08714596949891068,0.020697167755991286
02,020,002201,1,1378,965,924,75,81,134,156,51,02,020,002201,1,020200022011,1378,0.7002902757619739,0.054426705370101594,0.05878084179970972,0.09724238026124818,0.11320754716981132,0.03701015965166909
