state,county,tract,P0010001,P0030002,P0050003,P0040003,P0030005,P0030003,H0160002,state,county,tract,geoid,tot_pop,pr_white,pr_hisp_lat,pr_asian,pr_black_afr_am,prop_owner_occ
28,025,950400,4624,1959,1948,40,13,2620,1061,28,025,950400,28025950400,4624,0.423659169550173,0.00865051903114187,0.0028114186851211074,0.5666089965397924,0.22945501730103807
28,025,950500,4260,1988,1976,41,24,2178,1374,28,025,950500,28025950500,4260,0.4666666666666667,0.009624413145539907,0.005633802816901409,0.5112676056338028,0.32253521126760565
28,027,950100,4084,565,554,40,14,3466,872,28,027,950100,28027950100,4084,0.13834476003917728,0.009794319294809012,0.0034280117531831538,0.8486777668952008,0.21351616062683643
28,027,950200,2672,1500,1482,44,44,1102,697,28,027,950200,28027950200,2672,0.561377245508982,0.016467065868263474,0.016467065868263474,0.4124251497005988,0.26085329341317365
28,027,950300,3267,1172,1165,50,2,2040,746,28,027,950300,28027950300,3267,0.35873890419344967,0.015304560759106214,0.0006121824303642485,0.6244260789715336,0.2283440465258647
28,027,950400,4096,1394,1390,24,34,2632,1015,28,027,950400,28027950400,4096,0.34033203125,0.005859375,0.00830078125,0.642578125,0.247802734375
28,027,950500,5334,1249,1229,67,24,4002,1028,28,027,950500,28027950500,5334,0.23415823022122234,0.012560929883764529,0.0044994375703037125,0.750281214848144,0.19272590926134234
28,027,950600,1201,31,26,24,0,1144,220,28,027,950600,28027950600,1201,0.025811823480432972,0.019983347210657785,0.0,0.9525395503746877,0.18318068276436303
28,027,950700,5497,78,72,44,5,5366,675,28,027,950700,28027950700,5497,0.014189557940694925,0.008004366017827906,0.0009095870474804438,0.9761688193560124,0.12279425140985992
28,029,950100,5906,1971,1910,122,12,3848,1474,28,029,950100,28029950100,5906,0.3337284117846258,0.020656959024720624,0.002031832035218422,0.6515408059600406,0.2495767016593295
28,029,950200,4924,2810,2788,98,21,1970,1592,28,029,950200,28029950200,4924,0.5706742485783916,0.019902518277822908,0.004264825345247766,0.4000812347684809,0.3233143785540211
28,029,950300,4154,2070,2066,49,3,2010,1385,28,029,950300,28029950300,4154,0.49831487722676937,0.011795859412614348,0.0007221954742416948,0.4838709677419355,0.3334135772749157
28,029,950400,5072,758,700,310,31,3987,1093,28,029,950400,28029950400,5072,0.14944794952681387,0.0611198738170347,0.00611198738170347,0.7860804416403786,0.2154968454258675
28,029,950500,6087,4382,4322,137,20,1558,1683,28,029,950500,28029950500,6087,0.7198948578938722,0.02250698209298505,0.003285690816494168,0.2559553146048957,0.27649088220798423
28,029,950600,3306,1636,1613,57,3,1610,1068,28,029,950600,28029950600,3306,0.49485783424077434,0.017241379310344827,0.0009074410163339383,0.4869933454325469,0.32304900181488205
28,031,950100,5087,2279,2266,87,6,2706,1644,28,031,950100,28031950100,5087,0.44800471790839397,0.017102417928051897,0.0011794770984863377,0.5319441714173383,0.3231767249852565
28,031,950200,2221,830,818,90,6,1293,517,28,031,950200,28031950200,2221,0.37370553804592527,0.040522287257991896,0.0027014858171994596,0.5821701936064836,0.23277802791535346
28,031,950300,4701,2399,2353,82,18,2227,1524,28,031,950300,28031950300,4701,0.5103169538396086,0.01744309721335886,0.0038289725590299937,0.4737289938310998,0.3241863433312061
28,031,950400,7559,6811,6765,110,13,599,2458,28,031,950400,28031950400,7559,0.9010451117872734,0.014552189443048022,0.0017198042069056754,0.0792432861489615,0.3251752877364731
28,033,070101,3119,1745,1568,359,44,1078,520,28,033,070101,28033070101,3119,0.5594741904456556,0.11510099390830394,0.014107085604360373,0.3456235973068291,0.16672010259698622
28,033,070102,4224,2950,2882,168,69,1036,1274,28,033,070102,28033070102,4224,0.6983901515151515,0.03977272727272727,0.016335227272727272,0.24526515151515152,0.3016098484848485
28,033,070210,6453,3440,3305,507,76,2456,1743,28,033,070210,28033070210,6453,0.533085386641872,0.07856810785681079,0.01177746784441345,0.3805981713931505,0.2701069270106927
28,033,070221,3863,2955,2904,144,17,751,1126,28,033,070221,28033070221,3863,0.7649495210975925,0.037276727931659336,0.004400724825265338,0.1944084908102511,0.2914833031322806
28,033,070222,3848,2759,2722,111,54,904,780,28,033,070222,28033070222,3848,0.716995841995842,0.028846153846153848,0.014033264033264034,0.23492723492723494,0.20270270270270271
28,033,070310,3716,2568,2426,323,30,840,727,28,033,070310,28033070310,3716,0.6910656620021528,0.08692142088266953,0.008073196986006458,0.22604951560818085,0.19564047362755652
28,033,070322,3722,2446,2372,192,45,1034,911,28,033,070322,28033070322,3722,0.6571735626007523,0.05158516926383665,0.012090274046211715,0.27780763030628697,0.24476088124664158
28,033,070323,5362,2227,2091,443,71,2673,1163,28,033,070323,28033070323,5362,0.4153301007086908,0.08261842596046251,0.013241327862737785,0.49850801939574785,0.21689668034315554
28,033,070324,4834,2848,2611,511,28,1585,1044,28,033,070324,28033070324,4834,0.5891601158460902,0.10570955730244104,0.005792304509722797,0.3278858088539512,0.21597021100537858
28,033,070325,2917,1969,1893,339,17,616,627,28,033,070325,28033070325,2917,0.6750085704490916,0.11621528968117929,0.005827905382242029,0.21117586561535825,0.2149468632156325
28,033,070411,1539,1264,1241,76,7,193,425,28,033,070411,28033070411,1539,0.8213125406107862,0.04938271604938271,0.004548408057179987,0.1254061078622482,0.2761533463287849
28,033,070412,4492,2316,2236,235,41,1895,765,28,033,070412,28033070412,4492,0.5155832591273375,0.05231522707034728,0.0091273374888691,0.4218610863757792,0.1703027604630454
28,033,070421,2750,2263,2183,271,3,235,753,28,033,070421,28033070421,2750,0.8229090909090909,0.09854545454545455,0.001090909090909091,0.08545454545454545,0.2738181818181818
28,033,070422,2612,2121,2090,107,11,327,618,28,033,070422,28033070422,2612,0.8120214395099541,0.04096477794793262,0.004211332312404288,0.12519142419601836,0.23660030627871362
28,033,070520,9492,6548,6416,353,268,2334,3084,28,033,070520,28033070520,9492,0.6898440792246102,0.03718921196797303,0.028234302570585755,0.2458912768647282,0.324905183312263
28,033,070521,3847,2783,2705,465,37,576,844,28,033,070521,28033070521,3847,0.723420847413569,0.12087340785027294,0.009617884065505589,0.1497270600467897,0.21939173381855992
28,033,070522,4431,3369,3299,238,35,764,1039,28,033,070522,28033070522,4431,0.7603249830737983,0.053712480252764615,0.007898894154818325,0.17242157526517715,0.23448431505303544
28,033,070610,3001,1645,1630,92,25,1215,493,28,033,070610,28033070610,3001,0.5481506164611796,0.030656447850716428,0.008330556481172943,0.404865044985005,0.16427857380873043
28,033,070620,7131,5597,5546,118,233,1148,2241,28,033,070620,28033070620,7131,0.7848829056233347,0.01654746879820502,0.03267423923713364,0.16098723881643529,0.31426167437946995
28,033,070630,10079,8236,8120,186,196,1474,3149,28,033,070630,28033070630,10079,0.8171445579918643,0.018454211727353904,0.019446373648179385,0.14624466712967557,0.31243178886794326
28,033,070710,6334,4575,4521,120,120,1510,1981,28,033,070710,28033070710,6334,0.7222923902747079,0.01894537417113988,0.01894537417113988,0.23839595832017682,0.31275655194190083
28,033,070721,4039,2755,2694,145,45,1112,1201,28,033,070721,28033070721,4039,0.6820995295865313,0.03589997524139638,0.011141371626640258,0.27531567219608816,0.2973508294132211
28,033,070722,4597,4080,4028,101,28,403,1387,28,033,070722,28033070722,4597,0.887535349140744,0.021970850554709594,0.006090928866652165,0.08766586904502936,0.30171851207309114
28,033,070811,5478,3511,3438,196,85,1691,1670,28,033,070811,28033070811,5478,0.6409273457466228,0.035779481562614096,0.015516611902154072,0.3086893026652063,0.3048557867834976
28,033,070812,5109,3414,3307,375,60,1293,1068,28,033,070812,28033070812,5109,0.6682325308279506,0.07339988256018791,0.011743981209630064,0.2530827950675279,0.20904286553141516
28,033,070821,4670,3965,3906,175,50,465,1397,28,033,070821,28033070821,4670,0.8490364025695931,0.03747323340471092,0.010706638115631691,0.09957173447537473,0.29914346895074945
28,033,070822,5014,3727,3639,354,20,936,1458,28,033,070822,28033070822,5014,0.7433187076186677,0.07060231352213801,0.003988831272437176,0.18667730355005982,0.29078579976067015
28,033,070830,5505,3985,3887,242,81,1237,1688,28,033,070830,28033070830,5505,0.7238873751135332,0.043960036330608535,0.014713896457765668,0.22470481380563123,0.30663033605812895
28,033,070900,4522,3576,3535,130,24,783,1348,28,033,070900,28033070900,4522,0.7908005307386112,0.028748341441839895,0.005307386112339673,0.17315347191508182,0.2980981866430783
28,033,071000,9005,8068,7984,158,132,645,2833,28,033,071000,28033071000,9005,0.8959466962798446,0.017545807884508605,0.014658523042754026,0.07162687395891172,0.31460299833425875
28,033,071110,6426,5452,5273,568,43,465,1974,28,033,071110,28033071110,6426,0.848428260192966,0.08839091192032368,0.006691565515094927,0.07236227824463119,0.30718954248366015
28,033,071120,5944,4503,4378,185,12,1302,1584,28,033,071120,28033071120,5944,0.7575706594885598,0.031123822341857336,0.002018842530282638,0.21904441453566623,0.26648721399730824
28,033,071200,3177,2780,2723,99,26,290,950,28,033,071200,28033071200,3177,0.8750393452943028,0.031161473087818695,0.008183821214982689,0.09128108278249922,0.2990242367012905
28,035,000200,2544,1666,1621,93,11,790,583,28,035,000200,28035000200,2544,0.654874213836478,0.036556603773584904,0.004323899371069182,0.31053459119496857,0.22916666666666666
28,035,000300,2994,1113,1052,158,7,1724,620,28,035,000300,28035000300,2994,0.3717434869739479,0.052772211088844355,0.002338009352037408,0.575818303273213,0.2070808283233133
28,035,000500,1438,261,172,310,0,952,222,28,035,000500,28035000500,1438,0.18150208623087621,0.21557719054242003,0.0,0.6620305980528511,0.15438108484005564
28,035,000600,7652,559,489,223,25,6826,802,28,035,000600,28035000600,7652,0.07305279665446943,0.029142707788813383,0.003267119707266074,0.8920543648719289,0.10480920020909566
28,035,000700,3212,2345,2299,81,23,753,826,28,035,000700,28035000700,3212,0.7300747198007472,0.025217932752179328,0.007160647571606476,0.23443337484433374,0.25716064757160645
28,035,000800,5513,4016,3949,96,67,1352,1542,28,035,000800,28035000800,5513,0.7284600036277888,0.017413386540903318,0.012153092690005442,0.24523852711772176,0.27970252131325957
28,035,000900,3325,1842,1780,108,72,1301,23,28,035,000900,28035000900,3325,0.553984962406015,0.0324812030075188,0.021654135338345863,0.3912781954887218,0.0069172932330827065
28,035,001000,4344,2099,2058,235,78,1906,295,28,035,001000,28035001000,4344,0.483195211786372,0.054097605893186004,0.017955801104972375,0.43876611418047884,0.0679097605893186
28,035,001100,3571,909,836,151,32,2498,457,28,035,001100,28035001100,3571,0.25455054606552785,0.042285074208905066,0.008961075329039486,0.6995239428731448,0.12797535704284513
28,035,010101,5622,4834,4781,92,41,649,1835,28,035,010101,28035010101,5622,0.8598363571682676,0.016364283173247954,0.007292778370686589,0.11543934542867307,0.3263963002490217
28,035,010102,6153,5610,5548,142,17,366,1871,28,035,010102,28035010102,6153,0.9117503656752803,0.023078173248821714,0.002762879895985698,0.05948317893710385,0.3040793109052495
28,035,010200,6179,3613,3549,135,15,2403,1874,28,035,010200,28035010200,6179,0.5847224469978961,0.02184819550089011,0.002427577277876679,0.388897879915844,0.3032853212493931
28,035,010300,3510,2949,2913,103,6,434,934,28,035,010300,28035010300,3510,0.8401709401709402,0.029344729344729346,0.0017094017094017094,0.12364672364672365,0.2660968660968661
28,035,010400,4198,3531,3430,187,32,472,1033,28,035,010400,28035010400,4198,0.8411148165793235,0.04454502143878037,0.007622677465459742,0.1124344926155312,0.24606955693187232
28,035,010500,4232,1570,1540,271,42,2367,1015,28,035,010500,28035010500,4232,0.3709829867674858,0.0640359168241966,0.00992438563327032,0.5593100189035917,0.23983931947069942
28,035,010600,8006,7432,7396,65,27,403,2499,28,035,010600,28035010600,8006,0.9283037721708719,0.008118910816887334,0.003372470647014739,0.050337247064701475,0.31214089432925307
28,035,010700,2441,377,353,187,3,1886,358,28,035,010700,28035010700,2441,0.15444489963129865,0.0766079475624744,0.0012290045063498567,0.7726341663252765,0.1466612044244162
28,037,950100,5393,3987,3967,38,3,1353,1760,28,037,950100,28037950100,5393,0.7392916743927314,0.007046170962358613,0.0005562766549230484,0.25088077137029485,0.32634897088818837
28,037,950200,2725,1270,1263,9,2,1438,881,28,037,950200,28037950200,2725,0.46605504587155966,0.0033027522935779817,0.0007339449541284404,0.5277064220183486,0.32330275229357797
28,039,950101,5783,5591,5534,103,19,70,1740,28,039,950101,28039950101,5783,0.9667992391492305,0.017810824831402387,0.0032854919591907314,0.012104444060176378,0.30088189521009856
28,039,950102,4575,4393,4306,132,8,80,1381,28,039,950102,28039950102,4575,0.9602185792349727,0.028852459016393443,0.0017486338797814208,0.017486338797814208,0.30185792349726775
28,039,950200,2773,1937,1889,64,3,806,583,28,039,950200,28039950200,2773,0.6985214569058781,0.02307969707897584,0.0010818608005769925,0.290659935088352,0.21024161557879553
28,039,950301,6450,5833,5800,87,8,469,1964,28,039,950301,28039950301,6450,0.9043410852713178,0.013488372093023256,0.00124031007751938,0.07271317829457365,0.30449612403100773
28,039,950302,2997,2512,2480,67,9,404,901,28,039,950302,28039950302,2997,0.8381715048381715,0.022355689022355688,0.003003003003003003,0.13480146813480146,0.30063396730063396
28,041,950100,8092,5122,5070,82,8,2875,1688,28,041,950100,28041950100,8092,0.6329708353929807,0.010133465150766189,0.0009886307464162135,0.35528917449332675,0.20860108749382106
28,041,950200,6308,5319,5293,51,11,874,1954,28,041,950200,28041950200,6308,0.8432149651236525,0.008084971464806594,0.0017438173747622067,0.13855421686746988,0.3097653772986684
28,043,950100,5772,3937,3902,47,16,1760,1755,28,043,950100,28043950100,5772,0.682085932085932,0.008142758142758142,0.002772002772002772,0.3049203049203049,0.30405405405405406
28,043,950200,5492,3951,3918,54,14,1477,1654,28,043,950200,28043950200,5492,0.7194100509832484,0.009832483612527313,0.0025491624180626364,0.26893663510560817,0.30116533139111434
28,043,950300,2971,735,731,23,1,2185,632,28,043,950300,28043950300,2971,0.24739145069000337,0.007741501178054527,0.0003365870077415012,0.7354426119151801,0.21272298889262875
28,043,950400,2751,435,419,29,0,2290,479,28,043,950400,28043950400,2751,0.15812431842966193,0.010541621228644129,0.0,0.8324245728825882,0.17411850236277718
28,043,950500,4920,3407,3380,44,29,1428,1321,28,043,950500,28043950500,4920,0.692479674796748,0.00894308943089431,0.005894308943089431,0.29024390243902437,0.2684959349593496
28,045,030100,4508,3461,3358,156,57,826,1317,28,045,030100,28045030100,4508,0.7677462289263531,0.03460514640638864,0.012644188110026619,0.18322981366459629,0.29214729370008874
28,045,030200,5768,4745,4629,182,87,709,1603,28,045,030200,28045030200,5768,0.8226421636615812,0.03155339805825243,0.015083217753120666,0.12291955617198336,0.2779126213592233
28,045,030300,9315,7984,7755,446,108,727,2187,28,045,030300,28045030300,9315,0.8571121846484165,0.047879763821792806,0.011594202898550725,0.07804616210413312,0.23478260869565218
28,045,030400,2313,1876,1842,51,12,348,807,28,045,030400,28045030400,2313,0.8110678772157371,0.02204928664072633,0.005188067444876783,0.1504539559014267,0.34889753566796367
28,045,030500,8425,7915,7692,278,92,243,3153,28,045,030500,28045030500,8425,0.9394658753709199,0.03299703264094955,0.010919881305637983,0.02884272997032641,0.3742433234421365
28,045,030601,7143,6790,6674,166,47,96,2269,28,045,030601,28045030601,7143,0.9505809883802324,0.023239535209295815,0.006579868402631948,0.013439731205375893,0.31765364692706144
28,045,030602,6457,6071,5964,167,16,189,2024,28,045,030602,28045030602,6457,0.9402199163698312,0.025863404057611894,0.002477930927675391,0.029270559083165556,0.313458262350937
28,045,990000,0,0,0,0,0,0,0,28,045,990000,28045990000,0,0.0,0.0,0.0,0.0,0.0
28,047,000100,255,139,130,17,74,27,51,28,047,000100,28047000100,255,0.5450980392156862,0.06666666666666667,0.2901960784313726,0.10588235294117647,0.2
28,047,000300,2054,342,269,226,319,1195,349,28,047,000300,28047000300,2054,0.1665043816942551,0.11002921129503408,0.15530671859785783,0.5817916260954236,0.16991236611489777
28,047,000600,1429,1223,1183,114,19,91,409,28,047,000600,28047000600,1429,0.8558432470258922,0.07977606717984605,0.013296011196641007,0.06368089573128062,0.28621413575927224
28,047,000900,2927,2140,1957,312,124,409,12,28,047,000900,28047000900,2927,0.7311240177656303,0.10659378202938162,0.04236419542193372,0.13973351554492655,0.004099760847283909
28,047,001201,5150,3719,3478,493,158,790,748,28,047,001201,28047001201,5150,0.722135922330097,0.09572815533980583,0.030679611650485435,0.1533980582524272,0.14524271844660194
28,047,001202,5929,3941,3641,557,147,1433,1023,28,047,001202,28047001202,5929,0.6646989374262101,0.0939450160229381,0.024793388429752067,0.24169337156350143,0.1725417439703154
28,047,001300,3056,1848,1738,453,86,696,338,28,047,001300,28047001300,3056,0.6047120418848168,0.1482329842931937,0.0281413612565445,0.22774869109947643,0.1106020942408377
28,047,001400,1691,1370,1339,62,32,208,397,28,047,001400,28047001400,1691,0.8101714961561206,0.03666469544648137,0.018923713778829097,0.12300413956238912,0.23477232406859846
28,047,001501,3527,2723,2652,173,67,560,987,28,047,001501,28047001501,3527,0.7720442302239864,0.04905018429259994,0.018996314148001132,0.15877516302806918,0.27984122483697194
28,047,001502,4573,3346,3127,464,85,795,811,28,047,001502,28047001502,4573,0.7316859829433632,0.10146512136453094,0.01858736059479554,0.17384649026897003,0.17734528755740214
28,047,001600,3619,3464,3419,63,41,67,1289,28,047,001600,28047001600,3619,0.9571704890853827,0.017408123791102514,0.011329096435479415,0.018513401492124895,0.35617573915446255
28,047,001700,5523,3275,3176,316,57,1865,1117,28,047,001700,28047001700,5523,0.5929748325185588,0.05721528154988231,0.010320478001086366,0.3376787977548434,0.2022451566177802
