state,county,tract,P0010001,P0030002,P0050003,P0040003,P0030005,P0030003,H0160002,state,county,tract,geoid,tot_pop,pr_white,pr_hisp_lat,pr_asian,pr_black_afr_am,prop_owner_occ
36,103,122601,5852,4569,4081,828,416,429,1608,36,103,122601,36103122601,5852,0.7807587149692413,0.14149008885850992,0.0710868079289132,0.07330827067669173,0.2747778537252221
36,103,122602,4639,3930,3596,439,227,297,1405,36,103,122602,36103122602,4639,0.847165337357189,0.0946324638930804,0.04893295968958827,0.0640224186247036,0.3028669971976719
36,103,122603,5667,4765,4296,658,308,357,1547,36,103,122603,36103122603,5667,0.8408328921828128,0.11611081701076408,0.05434974413269807,0.06299629433562731,0.2729839421210517
36,103,122704,2243,1356,1196,306,189,516,572,36,103,122704,36103122704,2243,0.6045474810521623,0.13642443156486847,0.08426214890771289,0.23004904146232724,0.2550156041016496
36,103,122705,3069,2393,2194,366,260,189,839,36,103,122705,36103122705,3069,0.7797328119908765,0.11925708699902249,0.08471814923427827,0.06158357771260997,0.27337895079830565
36,103,122706,3833,3107,2818,411,326,203,981,36,103,122706,36103122706,3833,0.8105922254109053,0.10722671536655361,0.08505087398904253,0.05296112705452648,0.25593529872162796
36,103,122707,3112,2686,2483,311,182,108,883,36,103,122707,36103122707,3112,0.8631105398457584,0.09993573264781491,0.05848329048843188,0.03470437017994859,0.2837403598971722
36,103,122801,5768,2905,2459,918,318,2033,1427,36,103,122801,36103122801,5768,0.5036407766990292,0.15915395284327324,0.05513176144244106,0.3524618585298197,0.2473994452149792
36,103,122802,4228,3304,2847,651,214,446,1113,36,103,122802,36103122802,4228,0.7814569536423841,0.15397350993377484,0.05061494796594134,0.1054872280037843,0.2632450331125828
36,103,122901,5855,5133,4769,603,215,157,1498,36,103,122901,36103122901,5855,0.8766865926558497,0.10298889837745516,0.036720751494449186,0.02681468830059778,0.25584970111016225
36,103,122902,4447,3966,3659,457,141,133,1118,36,103,122902,36103122902,4447,0.8918371936136721,0.10276590960197886,0.03170676860805037,0.02990780301326737,0.25140544187092423
36,103,123001,5880,5080,4600,780,179,245,1594,36,103,123001,36103123001,5880,0.8639455782312925,0.1326530612244898,0.030442176870748298,0.041666666666666664,0.27108843537414967
36,103,123002,4740,3958,3549,653,201,250,1208,36,103,123002,36103123002,4740,0.8350210970464135,0.13776371308016877,0.04240506329113924,0.052742616033755275,0.2548523206751055
36,103,123101,3627,3142,2872,446,110,165,1137,36,103,123101,36103123101,3627,0.8662806727322856,0.12296663909567135,0.030328094844223878,0.045492142266335814,0.3134822167080232
36,103,123102,3987,3653,3295,466,81,109,1288,36,103,123102,36103123102,3987,0.9162277401555053,0.11687985954351643,0.020316027088036117,0.027338851266616504,0.32304991221469775
36,103,123201,2161,1065,686,732,127,575,315,36,103,123201,36103123201,2161,0.4928273947246645,0.33873206848681164,0.05876908838500694,0.2660805182785747,0.14576584914391486
36,103,123202,8326,1536,718,2399,83,5076,1449,36,103,123202,36103123202,8326,0.18448234446312756,0.28813355753062697,0.00996877251981744,0.6096564977179918,0.17403314917127072
36,103,123301,7415,1924,985,2034,74,4206,1501,36,103,123301,36103123301,7415,0.25947403910991235,0.27430883344571816,0.009979770734996628,0.5672285906945381,0.20242751180040458
36,103,123302,1962,311,55,655,14,1238,280,36,103,123302,36103123302,1962,0.15851172273190622,0.33384301732925586,0.007135575942915392,0.6309887869520897,0.14271151885830785
36,103,123401,4286,3446,2868,1012,129,219,980,36,103,123401,36103123401,4286,0.8040130657956136,0.23611759216052264,0.030097993467102194,0.0510965935604293,0.22865142323845078
36,103,123402,7366,6046,5418,1234,237,380,1648,36,103,123402,36103123402,7366,0.8207982622861797,0.16752647298398046,0.03217485745316318,0.05158837903882704,0.22373065435786044
36,103,123500,5905,4305,3762,1068,121,898,1208,36,103,123500,36103123500,5905,0.729043183742591,0.18086367485182048,0.020491109229466554,0.1520745131244708,0.2045723962743438
36,103,123600,3777,3628,3483,186,48,28,1411,36,103,123600,36103123600,3777,0.9605507016150384,0.04924543288324067,0.012708498808578236,0.007413290971670638,0.3735769128938311
36,103,123701,7044,3855,1766,4220,149,983,958,36,103,123701,36103123701,7044,0.547274275979557,0.599091425326519,0.02115275411697899,0.13955139125496877,0.1360022714366837
36,103,123702,8167,5956,4743,2571,231,581,1914,36,103,123702,36103123702,8167,0.7292763560670993,0.3148034774090853,0.028284559813885148,0.07113995347128689,0.23435778131504836
36,103,123801,4158,3837,3634,299,80,90,1436,36,103,123801,36103123801,4158,0.9227994227994228,0.07190957190957191,0.01924001924001924,0.021645021645021644,0.34535834535834536
36,103,123802,3624,3244,3024,433,47,82,1118,36,103,123802,36103123802,3624,0.8951434878587197,0.11948123620309051,0.012969094922737307,0.02262693156732892,0.30849889624724064
36,103,123900,5083,4496,4128,611,147,138,1313,36,103,123900,36103123900,5083,0.8845170175093449,0.12020460358056266,0.028919929175683652,0.027149321266968326,0.25831202046035806
36,103,124001,4536,4248,3976,365,95,55,1293,36,103,124001,36103124001,4536,0.9365079365079365,0.0804673721340388,0.020943562610229276,0.012125220458553791,0.28505291005291006
36,103,124002,3308,3056,2777,385,71,35,873,36,103,124002,36103124002,3308,0.9238210399032648,0.1163845223700121,0.021463119709794438,0.010580411124546553,0.2639056831922612
36,103,124101,4512,4085,3822,493,84,78,1122,36,103,124101,36103124101,4512,0.905363475177305,0.10926418439716312,0.018617021276595744,0.017287234042553192,0.24867021276595744
36,103,124102,3563,3364,3161,293,39,28,1003,36,103,124102,36103124102,3563,0.9441481897277575,0.0822340724108897,0.01094583216390682,0.007858546168958742,0.28150435026662923
36,103,124200,6251,5861,5517,509,85,83,1781,36,103,124200,36103124200,6251,0.9376099824028156,0.08142697168453047,0.013597824348104304,0.013277875539913614,0.284914413693809
36,103,124300,6722,5885,5417,676,192,349,1568,36,103,124300,36103124300,6722,0.8754834870574234,0.10056530794406426,0.02856292770008926,0.051919071704849745,0.23326390955072895
36,103,124401,3889,3591,3429,229,110,80,742,36,103,124401,36103124401,3889,0.9233736178966315,0.05888403188480329,0.028284906145538698,0.020570840833119053,0.19079454872717921
36,103,124402,3808,3647,3397,295,53,20,1170,36,103,124402,36103124402,3808,0.9577205882352942,0.07746848739495799,0.013918067226890757,0.005252100840336135,0.3072478991596639
36,103,124500,4991,4448,4231,339,148,176,1345,36,103,124500,36103124500,4991,0.8912041675015027,0.06792226006812262,0.02965337607693849,0.035263474253656585,0.26948507313163694
36,103,124601,2835,2693,2592,134,38,28,921,36,103,124601,36103124601,2835,0.9499118165784832,0.0472663139329806,0.013403880070546737,0.009876543209876543,0.32486772486772486
36,103,124602,4340,4044,3835,344,78,41,1234,36,103,124602,36103124602,4340,0.9317972350230415,0.0792626728110599,0.017972350230414748,0.00944700460829493,0.28433179723502305
36,103,134702,6298,5792,5477,456,201,79,1720,36,103,134702,36103134702,6298,0.919657033979041,0.07240393775801841,0.031914893617021274,0.012543664655446173,0.2731025722451572
36,103,134703,4035,3805,3665,159,127,39,1268,36,103,134703,36103134703,4035,0.942998760842627,0.03940520446096654,0.03147459727385378,0.009665427509293681,0.31425030978934326
36,103,134704,2661,2513,2452,86,83,31,748,36,103,134704,36103134704,2661,0.9443818113491169,0.03231867718902668,0.0311912814731304,0.011649755730928222,0.281097331830139
36,103,134902,5105,4829,4647,228,101,77,1458,36,103,134902,36103134902,5105,0.9459353574926542,0.04466209598432909,0.019784524975514202,0.015083251714005876,0.28560235063663075
36,103,134903,1323,1277,1241,53,4,12,375,36,103,134903,36103134903,1323,0.9652305366591081,0.0400604686318972,0.0030234315948601664,0.009070294784580499,0.2834467120181406
36,103,134904,6711,6218,5960,386,239,86,1846,36,103,134904,36103134904,6711,0.9265385188496499,0.05751750856802265,0.035613172403516614,0.012814781701683802,0.27507077931753837
36,103,134906,5552,5315,5117,240,105,32,1620,36,103,134906,36103134906,5552,0.9573126801152738,0.043227665706051875,0.018912103746397693,0.005763688760806916,0.29178674351585016
36,103,134907,4137,3948,3796,178,56,69,1163,36,103,134907,36103134907,4137,0.9543147208121827,0.043026347594875516,0.01353637901861252,0.016678752719361856,0.2811215856901136
36,103,135002,5376,5071,4865,309,125,27,1564,36,103,135002,36103135002,5376,0.9432663690476191,0.05747767857142857,0.023251488095238096,0.005022321428571429,0.29092261904761907
36,103,135003,4587,4358,4160,261,79,45,1343,36,103,135003,36103135003,4587,0.9500763025942882,0.05689993459777633,0.01722258556790931,0.009810333551340745,0.2927839546544583
36,103,135004,3221,3022,2933,106,126,25,976,36,103,135004,36103135004,3221,0.9382179447376591,0.03290903446134741,0.039118286246507296,0.00776156473144986,0.30301148711580256
36,103,135005,3375,3252,3108,180,57,13,1157,36,103,135005,36103135005,3375,0.9635555555555556,0.05333333333333334,0.016888888888888887,0.003851851851851852,0.3428148148148148
36,103,135101,3954,3557,3371,238,272,45,1215,36,103,135101,36103135101,3954,0.8995953464845726,0.06019221041982802,0.0687910976226606,0.011380880121396054,0.30728376327769347
36,103,135102,4562,4143,3982,222,238,58,1360,36,103,135102,36103135102,4562,0.9081543182814555,0.04866286716352477,0.052170100832968,0.012713722051731697,0.2981148619026743
36,103,135103,4864,4507,4358,196,233,31,1484,36,103,135103,36103135103,4864,0.9266036184210527,0.04029605263157895,0.04790296052631579,0.006373355263157895,0.3050986842105263
36,103,135104,5249,4945,4722,276,167,46,1574,36,103,135104,36103135104,5249,0.9420842065155267,0.05258144408458754,0.03181558392074681,0.008763574014097924,0.29986664126500284
36,103,135201,2096,1953,1899,74,95,4,661,36,103,135201,36103135201,2096,0.9317748091603053,0.035305343511450385,0.04532442748091603,0.0019083969465648854,0.31536259541984735
36,103,135204,4462,4211,4057,184,144,41,1375,36,103,135204,36103135204,4462,0.9437471985656656,0.041237113402061855,0.03227252353204841,0.009188704616763783,0.30815777678171224
36,103,135205,5027,4591,4400,233,321,39,1450,36,103,135205,36103135205,5027,0.9132683509051124,0.04634971155758902,0.06385518201710762,0.0077581062263775615,0.2884424109807042
36,103,135208,3084,2840,2706,172,143,32,997,36,103,135208,36103135208,3084,0.920881971465629,0.055771725032425425,0.04636835278858625,0.010376134889753566,0.3232814526588846
36,103,135209,3227,2957,2783,210,154,45,971,36,103,135209,36103135209,3227,0.916330957545708,0.0650759219088937,0.04772234273318872,0.013944840409048653,0.30089866749302757
36,103,135301,3713,3481,3330,199,126,26,1192,36,103,135301,36103135301,3713,0.937516832749798,0.05359547535685429,0.03393482359278212,0.007002423915970913,0.32103420414758954
36,103,135303,4061,3793,3608,240,116,37,1301,36,103,135303,36103135303,4061,0.9340064023639497,0.059098744151686776,0.02856439300664861,0.00911105639005171,0.32036444225560207
36,103,135304,3401,3185,3064,167,110,21,1162,36,103,135304,36103135304,3401,0.9364892678623934,0.04910320493972361,0.032343428403410764,0.006174654513378418,0.3416642164069391
36,103,135401,6418,5924,5583,439,275,72,1690,36,103,135401,36103135401,6418,0.9230289809909629,0.06840137114365846,0.04284823932689311,0.01121844811467747,0.2633219071361795
36,103,135402,6969,6367,6057,386,377,96,2079,36,103,135402,36103135402,6969,0.9136174487013918,0.05538814751040321,0.05409671401922801,0.013775290572535515,0.29832113646147224
36,103,135403,4333,3936,3635,394,150,110,1242,36,103,135403,36103135403,4333,0.9083775675051927,0.09093007154396492,0.03461804754211863,0.02538656819755366,0.2866374336487422
36,103,145602,6444,3197,973,4332,170,984,1149,36,103,145602,36103145602,6444,0.4961204220980757,0.6722532588454376,0.02638112973308504,0.1527001862197393,0.17830540037243947
36,103,145603,6843,2901,427,5236,86,1122,853,36,103,145603,36103145603,6843,0.42393686979395,0.7651614788835306,0.012567587315504896,0.16396317404647084,0.12465293000146135
36,103,145604,4926,2426,570,3548,162,725,735,36,103,145604,36103145604,4926,0.4924888347543646,0.7202598457166057,0.03288672350791717,0.14717823792123427,0.1492082825822168
36,103,145605,3690,2007,610,2351,70,701,606,36,103,145605,36103145605,3690,0.5439024390243903,0.6371273712737128,0.018970189701897018,0.18997289972899728,0.16422764227642275
36,103,145701,5726,4614,4263,546,628,263,1145,36,103,145701,36103145701,5726,0.8057981138665735,0.09535452322738386,0.10967516590988474,0.04593084177436256,0.19996507160321342
36,103,145702,6272,3024,895,4332,135,959,1070,36,103,145702,36103145702,6272,0.48214285714285715,0.6906887755102041,0.021524234693877552,0.15290178571428573,0.17059948979591838
36,103,145703,5916,2674,970,3657,213,1065,870,36,103,145703,36103145703,5916,0.4519945909398242,0.6181541582150102,0.03600405679513185,0.18002028397565922,0.14705882352941177
36,103,145704,7508,3298,1620,3504,523,1808,1429,36,103,145704,36103145704,7508,0.4392647842301545,0.4667021843367075,0.06965903036760789,0.24080980287693127,0.19033031433137987
36,103,145803,4815,4381,4108,357,218,102,1546,36,103,145803,36103145803,4815,0.909865005192108,0.07414330218068536,0.04527518172377985,0.02118380062305296,0.32107995846313603
36,103,145804,3335,2093,1690,944,204,467,920,36,103,145804,36103145804,3335,0.6275862068965518,0.2830584707646177,0.061169415292353826,0.14002998500749625,0.27586206896551724
36,103,145805,5803,5167,4749,615,264,116,1765,36,103,145805,36103145805,5803,0.890401516457005,0.10597966569016026,0.045493710149922456,0.019989660520420473,0.304153024297777
36,103,145807,4424,4033,3710,404,161,101,1285,36,103,145807,36103145807,4424,0.911618444846293,0.09132007233273057,0.03639240506329114,0.022830018083182642,0.2904611211573237
36,103,145808,3222,2900,2678,348,100,44,912,36,103,145808,36103145808,3222,0.9000620732464308,0.10800744878957169,0.031036623215394164,0.013656114214773432,0.28305400372439476
36,103,145901,3228,1995,1303,1269,96,553,754,36,103,145901,36103145901,3228,0.6180297397769516,0.39312267657992567,0.02973977695167286,0.17131350681536556,0.23358116480793062
36,103,145902,8465,3679,1318,5093,282,1791,1397,36,103,145902,36103145902,8465,0.43461311281748377,0.6016538688718251,0.03331364441819256,0.21157708210277615,0.16503248670998227
36,103,145903,5642,4407,3583,1368,115,514,1546,36,103,145903,36103145903,5642,0.7811059907834101,0.2424672102091457,0.020382842963488124,0.09110244594115562,0.2740163062743708
36,103,146001,5268,2515,451,4085,95,702,714,36,103,146001,36103146001,5268,0.47741078208048593,0.7754365983295368,0.0180334092634776,0.13325740318906606,0.13553530751708429
36,103,146002,5490,2363,629,3660,315,1001,896,36,103,146002,36103146002,5490,0.43041894353369764,0.6666666666666666,0.05737704918032787,0.18233151183970855,0.16320582877959927
36,103,146003,7526,3546,2177,3056,364,1929,1583,36,103,146003,36103146003,7526,0.471166622375764,0.40605899548232793,0.04836566569226681,0.2563114536274249,0.2103374966781823
36,103,146102,2710,1143,452,1749,90,413,501,36,103,146102,36103146102,2710,0.4217712177121771,0.6453874538745388,0.033210332103321034,0.15239852398523984,0.18487084870848708
36,103,146103,4122,3424,3008,719,150,236,1133,36,103,146103,36103146103,4122,0.8306647258612324,0.17442988840368753,0.036390101892285295,0.05725376031052887,0.27486656962639494
36,103,146105,6901,3181,934,4569,147,1362,992,36,103,146105,36103146105,6901,0.4609476887407622,0.6620779597159832,0.021301260686856976,0.1973627010578177,0.14374728300246342
36,103,146106,4845,2188,771,3262,75,784,686,36,103,146106,36103146106,4845,0.4515995872033024,0.6732714138286894,0.015479876160990712,0.16181630546955625,0.14158926728586171
36,103,146201,4948,2497,641,3528,37,770,830,36,103,146201,36103146201,4948,0.5046483427647535,0.7130153597413096,0.0074777687954729185,0.15561843168957154,0.1677445432497979
36,103,146202,4879,1374,291,2740,49,1791,831,36,103,146202,36103146202,4879,0.2816150850584136,0.5615904898544783,0.010043041606886656,0.367083418733347,0.17032178725148597
36,103,146203,5700,2245,871,3327,94,1446,990,36,103,146203,36103146203,5700,0.393859649122807,0.5836842105263158,0.01649122807017544,0.2536842105263158,0.1736842105263158
36,103,146204,6391,2863,901,4198,93,1234,1098,36,103,146204,36103146204,6391,0.447973713033954,0.6568612110780786,0.01455171334689407,0.19308402440932562,0.17180409951494288
36,103,146205,2216,2029,1853,264,16,42,630,36,103,146205,36103146205,2216,0.9156137184115524,0.11913357400722022,0.007220216606498195,0.01895306859205776,0.2842960288808664
36,103,146206,2395,1855,1508,595,50,222,599,36,103,146206,36103146206,2395,0.7745302713987474,0.24843423799582465,0.020876826722338204,0.09269311064718162,0.2501043841336117
36,103,146300,1918,1350,1170,286,67,380,709,36,103,146300,36103146300,1918,0.7038581856100105,0.14911366006256518,0.034932221063607924,0.1981230448383733,0.36965589155370177
36,103,146402,4001,3599,3304,470,82,119,1148,36,103,146402,36103146402,4001,0.8995251187203199,0.11747063234191452,0.020494876280929768,0.029742564358910272,0.28692826793301673
36,103,146403,4957,2132,695,2806,119,1315,863,36,103,146403,36103146403,4957,0.4300988501109542,0.5660681864030663,0.024006455517450072,0.265281420213839,0.17409723623159168
36,103,146404,3572,1964,1066,1618,93,795,759,36,103,146404,36103146404,3572,0.5498320268756999,0.45296752519596867,0.026035834266517358,0.22256438969764838,0.21248600223964165
36,103,146500,5389,4986,4627,478,124,100,1512,36,103,146500,36103146500,5389,0.9252180367415105,0.08869920207830767,0.023009834848766005,0.018556318426424197,0.28057153460753387
36,103,146604,4612,3992,3700,443,308,122,1044,36,103,146604,36103146604,4612,0.8655680832610582,0.09605377276669558,0.06678230702515178,0.02645273200346921,0.2263660017346054
36,103,146605,1021,896,798,134,51,14,275,36,103,146605,36103146605,1021,0.8775710088148874,0.13124387855044076,0.04995102840352596,0.013712047012732615,0.2693437806072478
36,103,146606,7634,7282,6905,518,111,54,2158,36,103,146606,36103146606,7634,0.9538904899135446,0.06785433586586324,0.014540214828399267,0.00707361802462667,0.28268273513230285
36,103,146607,2546,2279,2156,205,121,48,681,36,103,146607,36103146607,2546,0.8951296150824823,0.0805184603299293,0.04752553024351924,0.018853102906520033,0.26747839748625296
36,103,146608,2595,2377,2210,231,83,51,498,36,103,146608,36103146608,2595,0.9159922928709056,0.08901734104046242,0.03198458574181118,0.019653179190751446,0.19190751445086704
36,103,146611,3225,2872,2692,233,193,67,798,36,103,146611,36103146611,3225,0.8905426356589148,0.07224806201550388,0.05984496124031008,0.020775193798449613,0.2474418604651163
36,103,146612,5087,4771,4444,433,123,35,1494,36,103,146612,36103146612,5087,0.9378808728130529,0.08511893060743071,0.024179280518969924,0.006880283074503637,0.2936897975230981
