state,county,tract,block group,P0010001,P0030002,P0050003,P0040003,P0030005,P0030003,H0160002,state,county,tract,block group,geoid,tot_pop,pr_white,pr_hisp_lat,pr_asian,pr_black_afr_am,prop_owner_occ
36,103,111703,2,2313,2167,2039,156,63,19,657,36,103,111703,2,361031117032,2313,0.9368785127539991,0.06744487678339818,0.027237354085603113,0.008214440121054907,0.2840466926070039
36,103,111704,1,1104,1065,1042,26,12,9,324,36,103,111704,1,361031117041,1104,0.9646739130434783,0.02355072463768116,0.010869565217391304,0.008152173913043478,0.29347826086956524
36,103,111704,2,986,951,916,40,10,15,324,36,103,111704,2,361031117042,986,0.9645030425963489,0.04056795131845842,0.010141987829614604,0.015212981744421906,0.3286004056795132
36,103,111704,3,1161,1093,1051,69,30,4,374,36,103,111704,3,361031117043,1161,0.9414298018949182,0.059431524547803614,0.025839793281653745,0.0034453057708871662,0.32213608957795004
36,103,111801,1,1288,1153,1109,57,109,12,396,36,103,111801,1,361031118011,1288,0.8951863354037267,0.04425465838509317,0.08462732919254658,0.009316770186335404,0.30745341614906835
36,103,111801,2,1536,1337,1288,61,156,19,467,36,103,111801,2,361031118012,1536,0.8704427083333334,0.039713541666666664,0.1015625,0.012369791666666666,0.3040364583333333
36,103,111801,3,2230,2005,1922,117,153,30,697,36,103,111801,3,361031118013,2230,0.899103139013453,0.05246636771300448,0.06860986547085202,0.013452914798206279,0.3125560538116592
36,103,111801,4,1187,1057,985,91,68,31,350,36,103,111801,4,361031118014,1187,0.8904802021903959,0.07666385846672283,0.05728727885425442,0.02611625947767481,0.2948609941027801
36,103,111802,1,1640,1568,1503,83,42,6,520,36,103,111802,1,361031118021,1640,0.9560975609756097,0.05060975609756098,0.025609756097560974,0.003658536585365854,0.3170731707317073
36,103,111802,2,1292,1165,1137,42,71,16,384,36,103,111802,2,361031118022,1292,0.901702786377709,0.032507739938080496,0.05495356037151703,0.01238390092879257,0.29721362229102166
36,103,111803,1,1504,1381,1308,78,86,12,466,36,103,111803,1,361031118031,1504,0.918218085106383,0.05186170212765957,0.057180851063829786,0.007978723404255319,0.3098404255319149
36,103,111803,2,1208,1050,1013,57,100,17,361,36,103,111803,2,361031118032,1208,0.8692052980132451,0.04718543046357616,0.08278145695364239,0.014072847682119206,0.298841059602649
36,103,111804,1,2397,2237,2146,98,118,19,713,36,103,111804,1,361031118041,2397,0.933249895702962,0.040884438881935756,0.049228201919065497,0.007926574885273258,0.2974551522736754
36,103,111900,1,1572,1453,1393,82,57,26,525,36,103,111900,1,361031119001,1572,0.9243002544529262,0.05216284987277354,0.03625954198473282,0.01653944020356234,0.33396946564885494
36,103,111900,2,962,856,812,80,52,15,318,36,103,111900,2,361031119002,962,0.8898128898128899,0.08316008316008316,0.05405405405405406,0.015592515592515593,0.3305613305613306
36,103,111900,3,802,733,702,43,36,0,244,36,103,111900,3,361031119003,802,0.9139650872817955,0.05361596009975062,0.04488778054862843,0.0,0.30423940149625933
36,103,111900,4,1238,1118,1057,68,82,7,424,36,103,111900,4,361031119004,1238,0.9030694668820679,0.05492730210016155,0.06623586429725363,0.005654281098546042,0.34248788368336025
36,103,111900,5,1018,905,886,31,74,22,335,36,103,111900,5,361031119005,1018,0.8889980353634578,0.030451866404715127,0.07269155206286837,0.021611001964636542,0.3290766208251473
36,103,112001,1,1824,1626,1505,194,67,41,550,36,103,112001,1,361031120011,1824,0.8914473684210527,0.10635964912280702,0.03673245614035088,0.022478070175438597,0.30153508771929827
36,103,112001,2,2632,2130,1959,318,241,49,787,36,103,112001,2,361031120012,2632,0.8092705167173252,0.12082066869300911,0.09156534954407294,0.018617021276595744,0.29901215805471126
36,103,112002,1,2006,1773,1700,97,122,49,597,36,103,112002,1,361031120021,2006,0.8838484546360917,0.04835493519441675,0.06081754735792622,0.024426719840478565,0.29760717846460616
36,103,112002,2,1281,1173,1134,57,62,23,457,36,103,112002,2,361031120022,1281,0.9156908665105387,0.04449648711943794,0.04839968774395004,0.01795472287275566,0.35675253708040594
36,103,112002,3,1679,1502,1443,90,59,56,491,36,103,112002,3,361031120023,1679,0.8945801072066706,0.05360333531864205,0.03513996426444312,0.03335318642048839,0.29243597379392494
36,103,112102,1,2233,1905,1789,166,191,57,689,36,103,112102,1,361031121021,2233,0.8531124048365427,0.07433945364979848,0.08553515450067174,0.025526197939991044,0.30855351545006715
36,103,112102,2,1736,1529,1466,70,109,61,518,36,103,112102,2,361031121022,1736,0.8807603686635944,0.04032258064516129,0.06278801843317973,0.03513824884792627,0.29838709677419356
36,103,112103,1,1117,970,917,83,99,14,354,36,103,112103,1,361031121031,1117,0.8683974932855864,0.07430617726051925,0.08863025962399283,0.012533572068039392,0.3169203222918532
36,103,112103,2,1964,1806,1735,100,86,16,622,36,103,112103,2,361031121032,1964,0.9195519348268839,0.05091649694501019,0.04378818737270876,0.008146639511201629,0.3167006109979633
36,103,112103,3,1415,1312,1275,46,59,16,275,36,103,112103,3,361031121033,1415,0.927208480565371,0.03250883392226148,0.04169611307420495,0.011307420494699646,0.19434628975265017
36,103,112104,1,2458,1912,1818,142,381,67,704,36,103,112104,1,361031121041,2458,0.7778681855166802,0.05777054515866558,0.15500406834825062,0.02725793327908869,0.28641171684296174
36,103,112204,1,1300,1239,1190,53,23,16,428,36,103,112204,1,361031122041,1300,0.953076923076923,0.040769230769230766,0.01769230769230769,0.012307692307692308,0.3292307692307692
36,103,112204,2,1185,1064,1029,62,48,23,378,36,103,112204,2,361031122042,1185,0.8978902953586498,0.05232067510548523,0.04050632911392405,0.019409282700421943,0.3189873417721519
36,103,112204,3,1226,1024,974,64,139,30,384,36,103,112204,3,361031122043,1226,0.835236541598695,0.052202283849918436,0.1133768352365416,0.024469820554649267,0.3132137030995106
36,103,112206,1,3021,2458,2311,214,231,222,603,36,103,112206,1,361031122061,3021,0.8136378682555445,0.07083747103608076,0.07646474677259185,0.07348560079443893,0.19960278053624628
36,103,112206,2,2348,2065,1994,86,180,43,716,36,103,112206,2,361031122062,2348,0.8794718909710392,0.036626916524701875,0.07666098807495741,0.018313458262350937,0.3049403747870528
36,103,112206,3,2093,1850,1806,72,162,16,729,36,103,112206,3,361031122063,2093,0.8838987099856666,0.034400382226469184,0.07740086000955566,0.007644529383659818,0.34830387004300045
36,103,112206,4,809,726,686,46,69,1,260,36,103,112206,4,361031122064,809,0.8974042027194067,0.05686032138442522,0.08529048207663782,0.0012360939431396785,0.32138442521631644
36,103,112210,1,1224,1051,1028,45,101,28,368,36,103,112210,1,361031122101,1224,0.8586601307189542,0.03676470588235294,0.08251633986928104,0.02287581699346405,0.3006535947712418
36,103,112210,2,1975,1477,1391,143,270,136,562,36,103,112210,2,361031122102,1975,0.7478481012658228,0.07240506329113924,0.13670886075949368,0.06886075949367089,0.28455696202531644
36,103,112210,3,2178,1681,1579,157,310,88,508,36,103,112210,3,361031122103,2178,0.7718089990817264,0.07208448117539026,0.1423324150596878,0.04040404040404041,0.23324150596877868
36,103,112210,4,1662,1366,1305,94,137,95,508,36,103,112210,4,361031122104,1662,0.8219013237063778,0.056558363417569195,0.08243080625752106,0.057160048134777375,0.3056558363417569
36,103,112211,1,1507,1347,1288,67,82,50,466,36,103,112211,1,361031122111,1507,0.893828798938288,0.04445919044459191,0.054412740544127404,0.033178500331785,0.3092236230922362
36,103,112211,2,1631,1388,1293,108,142,64,473,36,103,112211,2,361031122112,1631,0.8510116492949111,0.06621704475781728,0.08706315144083385,0.03923973022685469,0.29000613120784796
36,103,112211,3,1349,1197,1159,47,91,37,418,36,103,112211,3,361031122113,1349,0.8873239436619719,0.034840622683469234,0.06745737583395107,0.02742772424017791,0.30985915492957744
36,103,112212,1,1096,890,844,52,127,47,318,36,103,112212,1,361031122121,1096,0.8120437956204379,0.04744525547445255,0.11587591240875912,0.04288321167883212,0.29014598540145986
36,103,112212,2,2370,1814,1746,126,277,208,662,36,103,112212,2,361031122122,2370,0.7654008438818566,0.053164556962025315,0.11687763713080168,0.08776371308016878,0.27932489451476794
36,103,112213,1,2650,1762,1686,163,396,372,720,36,103,112213,1,361031122131,2650,0.6649056603773585,0.06150943396226415,0.14943396226415095,0.14037735849056604,0.27169811320754716
36,103,112213,2,1223,849,766,109,231,81,356,36,103,112213,2,361031122132,1223,0.6941946034341783,0.08912510220768602,0.18887980376124286,0.06623058053965658,0.2910874897792314
36,103,112213,3,1600,1310,1275,44,165,89,462,36,103,112213,3,361031122133,1600,0.81875,0.0275,0.103125,0.055625,0.28875
36,103,112214,1,850,659,605,74,125,35,235,36,103,112214,1,361031122141,850,0.7752941176470588,0.08705882352941176,0.14705882352941177,0.041176470588235294,0.27647058823529413
36,103,112214,2,2482,2196,2079,150,120,102,720,36,103,112214,2,361031122142,2482,0.8847703464947623,0.060435132957292505,0.048348106365834004,0.0410958904109589,0.290088638195004
36,103,112214,3,2842,2534,2457,100,187,77,1186,36,103,112214,3,361031122143,2842,0.8916256157635468,0.03518648838845883,0.06579873328641801,0.027093596059113302,0.41731175228712175
36,103,112214,4,829,626,603,34,92,74,252,36,103,112214,4,361031122144,829,0.7551266586248492,0.04101326899879373,0.11097708082026538,0.08926417370325694,0.3039806996381182
36,103,122300,1,1956,1525,1374,211,117,200,432,36,103,122300,1,361031223001,1956,0.7796523517382413,0.10787321063394684,0.0598159509202454,0.10224948875255624,0.22085889570552147
36,103,122300,2,2367,2050,1815,410,89,36,629,36,103,122300,2,361031223002,2367,0.8660752006759611,0.17321504013519223,0.03760033798056612,0.015209125475285171,0.2657372201098437
36,103,122403,1,1564,619,519,167,80,765,421,36,103,122403,1,361031224031,1564,0.39578005115089515,0.10677749360613811,0.05115089514066496,0.4891304347826087,0.26918158567774936
36,103,122403,2,949,186,67,209,22,649,154,36,103,122403,2,361031224032,949,0.19599578503688092,0.220231822971549,0.023182297154899896,0.6838777660695469,0.16227608008429925
36,103,122404,1,2069,1766,1554,385,36,73,530,36,103,122404,1,361031224041,2069,0.8535524407926535,0.1860802319961334,0.017399710004833254,0.03528274528757854,0.2561623972933784
36,103,122404,2,1531,1331,1178,245,29,56,382,36,103,122404,2,361031224042,1531,0.8693664271717831,0.16002612671456565,0.018941868060091443,0.036577400391900716,0.2495101241018942
36,103,122405,1,2583,504,313,447,53,1716,582,36,103,122405,1,361031224051,2583,0.1951219512195122,0.17305458768873402,0.02051877661633759,0.6643437862950058,0.22531939605110338
36,103,122405,2,983,432,405,78,152,322,262,36,103,122405,2,361031224052,983,0.43947100712105797,0.07934893184130214,0.15462868769074262,0.3275686673448627,0.26653102746693796
36,103,122406,1,1252,212,27,334,6,876,161,36,103,122406,1,361031224061,1252,0.16932907348242812,0.26677316293929715,0.004792332268370607,0.6996805111821086,0.12859424920127796
36,103,122406,2,1927,400,133,575,23,1183,295,36,103,122406,2,361031224062,1927,0.2075765438505449,0.2983912817851583,0.011935651271406332,0.6139076284379865,0.15308770108977685
36,103,122406,3,2177,370,74,662,19,1414,350,36,103,122406,3,361031224063,2177,0.16995865870463941,0.3040881947634359,0.008727606798346348,0.6495176848874598,0.1607717041800643
36,103,122501,1,1508,147,20,633,21,839,196,36,103,122501,1,361031225011,1508,0.09748010610079576,0.4197612732095491,0.013925729442970823,0.5563660477453581,0.129973474801061
36,103,122501,2,1701,329,156,394,3,1123,222,36,103,122501,2,361031225012,1701,0.1934156378600823,0.23162845385067607,0.001763668430335097,0.6601998824221046,0.13051146384479717
36,103,122501,3,1362,110,30,264,3,1047,204,36,103,122501,3,361031225013,1362,0.08076358296622614,0.19383259911894274,0.0022026431718061676,0.7687224669603524,0.14977973568281938
36,103,122502,1,2642,373,72,661,9,1847,523,36,103,122502,1,361031225021,2642,0.14118092354277062,0.2501892505677517,0.0034065102195306586,0.6990915972747919,0.1979560938682816
36,103,122502,2,977,89,32,140,0,790,223,36,103,122502,2,361031225022,977,0.09109518935516889,0.14329580348004095,0.0,0.8085977482088025,0.22824974411463664
36,103,122502,3,1079,106,54,169,15,841,262,36,103,122502,3,361031225023,1079,0.09823911028730306,0.1566265060240964,0.013901760889712697,0.7794253938832252,0.2428174235403151
36,103,122601,1,2214,1722,1501,370,139,184,652,36,103,122601,1,361031226011,2214,0.7777777777777778,0.16711833785004518,0.06278229448961156,0.08310749774164408,0.2944896115627823
36,103,122601,2,1888,1544,1382,253,107,107,531,36,103,122601,2,361031226012,1888,0.8177966101694916,0.1340042372881356,0.056673728813559324,0.056673728813559324,0.28125
