state,county,tract,block,P0010001,P0030002,P0050003,P0040003,P0030005,P0030003,H0160002,state,county,tract,block,geoid,tot_pop,pr_white,pr_hisp_lat,pr_asian,pr_black_afr_am,prop_owner_occ
36,103,110200,3004,206,205,204,1,1,0,65,36,103,110200,3004,361031102003004,206,0.9951456310679612,0.0048543689320388345,0.0048543689320388345,0.0,0.3155339805825243
36,103,110200,3005,19,19,18,1,0,0,7,36,103,110200,3005,361031102003005,19,1.0,0.05263157894736842,0.0,0.0,0.3684210526315789
36,103,110200,3006,45,42,42,0,0,0,18,36,103,110200,3006,361031102003006,45,0.9333333333333333,0.0,0.0,0.0,0.4
36,103,110200,3007,45,43,43,0,2,0,14,36,103,110200,3007,361031102003007,45,0.9555555555555556,0.0,0.044444444444444446,0.0,0.3111111111111111
36,103,110200,3008,32,32,32,0,0,0,15,36,103,110200,3008,361031102003008,32,1.0,0.0,0.0,0.0,0.46875
36,103,110200,3009,25,21,21,0,1,0,9,36,103,110200,3009,361031102003009,25,0.84,0.0,0.04,0.0,0.36
36,103,110200,3010,24,22,22,1,0,0,9,36,103,110200,3010,361031102003010,24,0.9166666666666666,0.041666666666666664,0.0,0.0,0.375
36,103,110200,3011,38,38,37,1,0,0,13,36,103,110200,3011,361031102003011,38,1.0,0.02631578947368421,0.0,0.0,0.34210526315789475
36,103,110200,4000,35,35,34,1,0,0,11,36,103,110200,4000,361031102004000,35,1.0,0.02857142857142857,0.0,0.0,0.3142857142857143
36,103,110200,4001,88,87,86,1,1,0,30,36,103,110200,4001,361031102004001,88,0.9886363636363636,0.011363636363636364,0.011363636363636364,0.0,0.3409090909090909
36,103,110200,4002,124,120,117,5,0,0,29,36,103,110200,4002,361031102004002,124,0.967741935483871,0.04032258064516129,0.0,0.0,0.23387096774193547
36,103,110200,4003,6,5,5,0,1,0,2,36,103,110200,4003,361031102004003,6,0.8333333333333334,0.0,0.16666666666666666,0.0,0.3333333333333333
36,103,110200,4004,13,13,13,0,0,0,4,36,103,110200,4004,361031102004004,13,1.0,0.0,0.0,0.0,0.3076923076923077
36,103,110200,4005,257,246,245,1,5,2,93,36,103,110200,4005,361031102004005,257,0.9571984435797666,0.0038910505836575876,0.019455252918287938,0.007782101167315175,0.36186770428015563
36,103,110200,4006,24,24,24,0,0,0,8,36,103,110200,4006,361031102004006,24,1.0,0.0,0.0,0.0,0.3333333333333333
36,103,110200,4007,25,25,25,0,0,0,10,36,103,110200,4007,361031102004007,25,1.0,0.0,0.0,0.0,0.4
36,103,110200,4008,58,58,58,0,0,0,22,36,103,110200,4008,361031102004008,58,1.0,0.0,0.0,0.0,0.3793103448275862
36,103,110200,4009,220,215,212,3,3,1,76,36,103,110200,4009,361031102004009,220,0.9772727272727273,0.013636363636363636,0.013636363636363636,0.004545454545454545,0.34545454545454546
36,103,110200,4010,48,48,45,3,0,0,15,36,103,110200,4010,361031102004010,48,1.0,0.0625,0.0,0.0,0.3125
