state,county,tract,P0010001,P0030002,P0050003,P0040003,P0070006,P0030005,P0030003,H0160002,state,county,tract,geoid,prop_white,prop_white_not_hisp,prop_hisp_lat,prop_cambodian,prop_asian,prop_black_afr_am,prop_owner_occ
25,017,341101,3675,2291,2214,160,934,908,316,888,25,017,341101,25017341101,0.6234013605442177,0.6024489795918367,0.04353741496598639,0.25414965986394555,0.2470748299319728,0.08598639455782313,0.2416326530612245
25,017,341102,4564,2721,2596,241,1170,1143,458,674,25,017,341102,25017341102,0.5961875547765119,0.5687992988606485,0.0528045574057844,0.2563540753724803,0.25043821209465383,0.10035056967572305,0.1476774758983348
25,017,341200,6857,3767,3569,439,1773,1754,800,1094,25,017,341200,25017341200,0.5493656117835788,0.520490010208546,0.06402216712848184,0.25856788683097565,0.2557969957707452,0.11666909727285985,0.15954499052063584
25,017,341300,5439,2297,2174,224,2183,2100,700,405,25,017,341300,25017341300,0.4223202794631366,0.39970582827725687,0.04118404118404118,0.4013605442176871,0.3861003861003861,0.1287001287001287,0.07446221731936017
25,017,341400,6212,3459,3127,708,941,906,1142,1081,25,017,341400,25017341400,0.5568254990341275,0.5033805537669027,0.11397295556986478,0.151481004507405,0.14584674822923374,0.18383773341918866,0.17401802962009014
25,017,341500,4780,2162,1857,666,939,913,1124,770,25,017,341500,25017341500,0.45230125523012554,0.38849372384937236,0.13933054393305438,0.19644351464435147,0.19100418410041842,0.23514644351464434,0.16108786610878661
25,017,341600,6564,3982,3770,368,1239,1194,924,1380,25,017,341600,25017341600,0.6066422912858014,0.5743449116392444,0.056063375990249846,0.18875685557586838,0.18190127970749542,0.14076782449725778,0.21023765996343693
25,017,341700,5298,3742,3439,473,479,456,804,1200,25,017,341700,25017341700,0.7063042657606644,0.649112872782182,0.089278973197433,0.09041147602869007,0.08607021517553794,0.15175537938844846,0.22650056625141562
25,017,341800,6554,3428,3047,824,1077,1056,1313,944,25,017,341800,25017341800,0.5230393652731157,0.46490692706743975,0.12572474824534635,0.16432712847116265,0.16112297833384193,0.20033567287152884,0.14403417760146475
25,017,341901,1387,932,854,127,177,170,172,317,25,017,341901,25017341901,0.6719538572458543,0.6157173756308579,0.09156452775775054,0.12761355443403027,0.12256669069935111,0.1240086517664023,0.22855082912761354
25,017,341902,8120,4910,4564,762,1431,1371,1043,1229,25,017,341902,25017341902,0.604679802955665,0.5620689655172414,0.0938423645320197,0.17623152709359605,0.1688423645320197,0.12844827586206897,0.15135467980295567
25,017,342101,4457,2983,2563,897,188,178,609,733,25,017,342101,25017342101,0.6692842719317927,0.575050482387256,0.2012564505272605,0.042180839129459274,0.039937177473636974,0.1366389948395782,0.16446039937177473
25,017,342102,4066,2689,2349,689,162,140,675,611,25,017,342102,25017342102,0.661337924249877,0.5777176586325627,0.1694540088539105,0.03984259714707329,0.03443187407771766,0.1660108214461387,0.15027053615346778
25,017,342201,5268,3282,2751,1107,186,184,985,808,25,017,342201,25017342201,0.623006833712984,0.5222095671981777,0.2101366742596811,0.03530751708428246,0.03492786636294609,0.18697798025816248,0.1533788914198937
25,017,342202,3833,2522,2173,718,256,243,522,706,25,017,342202,25017342202,0.657970258283329,0.5669188625097834,0.18732063657709366,0.06678841638403339,0.0633968171145317,0.1361857552830681,0.1841899295590921
25,017,342300,6826,4312,3805,1345,307,276,876,1050,25,017,342300,25017342300,0.6317023146791679,0.5574274831526517,0.1970407266334603,0.04497509522414298,0.04043363609727513,0.12833284500439496,0.15382361558745972
25,017,342400,6055,3689,3130,1277,413,391,760,840,25,017,342400,25017342400,0.6092485549132948,0.5169281585466556,0.21090008257638315,0.06820809248554913,0.06457473162675474,0.1255161023947151,0.13872832369942195
25,017,342500,6797,4165,3464,1582,357,337,966,894,25,017,342500,25017342500,0.6127703398558187,0.5096366043842872,0.23274974253347064,0.05252317198764161,0.04958069736648522,0.14212152420185376,0.13152861556569076
25,017,342600,4365,2535,2081,1177,262,256,569,556,25,017,342600,25017342600,0.5807560137457045,0.47674684994272626,0.26964490263459334,0.06002290950744559,0.058648339060710195,0.13035509736540665,0.12737686139747995
25,017,350103,1210,948,905,111,67,63,88,231,25,017,350103,25017350103,0.7834710743801653,0.7479338842975206,0.09173553719008265,0.05537190082644628,0.05206611570247934,0.07272727272727272,0.19090909090909092
25,017,350104,7275,3982,3377,1665,622,586,1113,727,25,017,350104,25017350104,0.5473539518900343,0.46419243986254294,0.2288659793814433,0.08549828178694158,0.08054982817869416,0.15298969072164947,0.09993127147766323
25,017,350200,6567,4442,4117,882,609,549,582,1054,25,017,350200,25017350200,0.6764123648545759,0.6269224912440993,0.13430790315212426,0.09273640931932389,0.08359981726815897,0.08862494289629969,0.16049946703213036
25,017,350300,2441,1821,1669,264,201,183,191,507,25,017,350300,25017350300,0.746005735354363,0.6837361736993036,0.10815239655878738,0.0823433019254404,0.07496927488734126,0.07824662023760753,0.20770176157312578
25,017,350400,5568,4908,4778,181,424,332,131,865,25,017,350400,25017350400,0.8814655172413793,0.858117816091954,0.032507183908045974,0.07614942528735633,0.05962643678160919,0.023527298850574713,0.15535201149425287
25,017,350500,1629,1457,1425,44,113,86,35,258,25,017,350500,25017350500,0.894413750767342,0.8747697974217311,0.027010435850214856,0.06936771025168816,0.05279312461632903,0.021485573971761818,0.15837937384898712
25,017,350600,4572,3703,3584,188,639,548,113,365,25,017,350600,25017350600,0.8099300087489064,0.7839020122484689,0.04111986001749781,0.13976377952755906,0.11986001749781278,0.024715660542432197,0.07983377077865267
25,017,350700,6048,4579,4380,475,411,334,682,758,25,017,350700,25017350700,0.7571097883597884,0.7242063492063492,0.07853835978835978,0.0679563492063492,0.055224867724867725,0.11276455026455026,0.12533068783068782
25,017,350800,1828,1482,1433,77,151,123,151,357,25,017,350800,25017350800,0.8107221006564551,0.7839168490153173,0.04212253829321663,0.0826039387308534,0.06728665207877461,0.0826039387308534,0.19529540481400437
25,017,350900,3314,2898,2811,127,292,235,66,513,25,017,350900,25017350900,0.8744719372359686,0.848219674109837,0.038322269161134584,0.08811104405552203,0.07091128545564272,0.019915509957754977,0.1547978273989137
25,017,351000,6450,5331,5135,309,746,681,180,867,25,017,351000,25017351000,0.8265116279069767,0.796124031007752,0.04790697674418604,0.11565891472868217,0.1055813953488372,0.027906976744186046,0.1344186046511628
25,017,351100,5622,4636,4467,301,485,440,285,870,25,017,351100,25017351100,0.824617573817147,0.7945570971184632,0.05353966559943081,0.08626823194592671,0.07826396300249022,0.05069370330843116,0.15474919957310565
25,017,351203,4241,3377,3239,212,554,496,142,557,25,017,351203,25017351203,0.7962744635699127,0.7637349681678849,0.049988210327752886,0.13062956849799576,0.11695354869134639,0.033482669181796744,0.13133694883282246
25,017,351204,4129,2957,2784,346,553,503,256,550,25,017,351204,25017351204,0.7161540324533785,0.6742552676192782,0.08379752966820053,0.1339307338338581,0.12182126422862678,0.06200048437878421,0.1332041656575442
25,017,351300,4233,3248,3089,313,325,290,254,549,25,017,351300,25017351300,0.7673045121663123,0.7297424994094023,0.07394283014410584,0.0767776990314198,0.06850933144342074,0.060004724781478856,0.12969525159461376
25,017,351403,4028,2300,1899,1174,366,348,337,449,25,017,351403,25017351403,0.5710029791459782,0.4714498510427011,0.2914597815292949,0.09086395233366434,0.08639523336643495,0.0836643495531281,0.11146971201588877
25,017,351404,4289,2434,2005,936,573,542,343,593,25,017,351404,25017351404,0.5674982513406388,0.4674749358824901,0.21823268827232456,0.13359757519235252,0.12636978316623923,0.0799720214502215,0.13826066682210306
25,017,351500,2310,1491,1262,412,303,267,212,325,25,017,351500,25017351500,0.6454545454545455,0.5463203463203463,0.17835497835497835,0.13116883116883116,0.11558441558441558,0.09177489177489177,0.1406926406926407
25,017,352101,1654,1073,895,232,403,373,107,356,25,017,352101,25017352101,0.6487303506650545,0.5411124546553809,0.14026602176541716,0.24365175332527206,0.22551390568319227,0.06469165659008465,0.21523579201934703
25,017,352102,2277,1745,1668,127,350,322,93,674,25,017,352102,25017352102,0.7663592446201142,0.7325428194993412,0.05577514273166447,0.15371102327624067,0.1414141414141414,0.04084321475625823,0.29600351339481773
25,017,352200,1849,1251,1160,190,273,259,190,276,25,017,352200,25017352200,0.6765819361817198,0.6273661438615468,0.10275824770146025,0.1476473769605192,0.1400757166035695,0.10275824770146025,0.149269875608437
25,017,352300,3450,2325,2102,346,705,642,256,313,25,017,352300,25017352300,0.6739130434782609,0.6092753623188406,0.10028985507246377,0.20434782608695654,0.18608695652173912,0.07420289855072464,0.09072463768115942
25,017,352400,2126,701,567,350,288,265,876,147,25,017,352400,25017352400,0.3297271872060207,0.2666980244590781,0.16462841015992474,0.1354656632173095,0.12464722483537159,0.4120413922859831,0.06914393226716839
25,017,352500,2894,1710,1587,284,354,305,606,391,25,017,352500,25017352500,0.5908776779543884,0.5483759502418798,0.09813407049067036,0.12232204561161023,0.10539046302695232,0.2093987560469938,0.13510711817553558
25,017,352600,2378,1624,1488,265,265,247,277,302,25,017,352600,25017352600,0.6829268292682927,0.6257359125315392,0.11143818334735071,0.11143818334735071,0.10386879730866275,0.11648444070647603,0.12699747687132043
25,017,352700,2057,1258,1162,228,166,138,453,201,25,017,352700,25017352700,0.6115702479338843,0.5649003403014098,0.11084103062712689,0.08070004861448711,0.06708799222168206,0.22022362664073894,0.09771511910549344
25,017,352800,2115,1508,1430,214,193,166,230,306,25,017,352800,25017352800,0.7130023640661939,0.6761229314420804,0.10118203309692671,0.09125295508274232,0.07848699763593381,0.10874704491725769,0.14468085106382977
25,017,352900,2646,2141,2037,138,276,251,145,640,25,017,352900,25017352900,0.809145880574452,0.7698412698412699,0.05215419501133787,0.10430839002267574,0.09486016628873772,0.054799697656840514,0.2418745275888133
25,017,353000,3584,2336,2159,313,633,558,428,452,25,017,353000,25017353000,0.6517857142857143,0.6023995535714286,0.08733258928571429,0.17661830357142858,0.15569196428571427,0.11941964285714286,0.12611607142857142
25,017,353101,2460,1452,1311,266,451,379,379,101,25,017,353101,25017353101,0.5902439024390244,0.5329268292682927,0.108130081300813,0.18333333333333332,0.1540650406504065,0.1540650406504065,0.04105691056910569
25,017,353102,5040,2501,2101,561,2015,1844,289,0,25,017,353102,25017353102,0.49623015873015874,0.4168650793650794,0.1113095238095238,0.3998015873015873,0.36587301587301585,0.05734126984126984,0.0
25,017,353200,4897,3065,2826,361,1141,1056,489,574,25,017,353200,25017353200,0.6258934041249745,0.5770880130692261,0.07371860322646519,0.23299979579334287,0.21564222993669593,0.09985705534000408,0.117214621196651
25,017,353300,3471,2711,2608,170,327,258,294,695,25,017,353300,25017353300,0.7810429271103428,0.7513684817055604,0.048977239988475946,0.09420916162489196,0.07433016421780467,0.0847018150388937,0.20023048112935754
25,017,353400,2848,1436,1339,241,378,322,825,472,25,017,353400,25017353400,0.5042134831460674,0.47015449438202245,0.08462078651685394,0.1327247191011236,0.11306179775280899,0.28967696629213485,0.16573033707865167
25,017,353500,2602,1635,1547,175,312,282,525,401,25,017,353500,25017353500,0.6283627978478094,0.5945426594926979,0.06725595695618755,0.11990776325903152,0.1083781706379708,0.20176787086856265,0.15411222136817831
25,017,353600,4551,3473,3302,246,688,591,242,499,25,017,353600,25017353600,0.7631289826411778,0.7255548231157988,0.05405405405405406,0.15117556580971214,0.12986156888595912,0.053175126345858054,0.10964623159745111
25,017,353700,5365,3745,3503,354,1177,1007,242,424,25,017,353700,25017353700,0.6980428704566636,0.6529356943150046,0.06598322460391426,0.21938490214352283,0.18769804287045666,0.0451071761416589,0.07903075489282387
25,017,353800,4702,3509,3299,257,843,757,247,847,25,017,353800,25017353800,0.746278179498086,0.701616333475117,0.054657592513823905,0.1792854104636325,0.16099532113994044,0.052530837941301575,0.18013611229264143
25,017,353900,7090,4189,3743,578,2135,1894,523,104,25,017,353900,25017353900,0.5908321579689704,0.5279266572637518,0.08152327221438646,0.3011283497884344,0.26713681241184767,0.07376586741889986,0.01466854724964739
25,017,354000,4366,3382,3188,264,699,635,154,655,25,017,354000,25017354000,0.7746220797068255,0.7301878149335777,0.060467246907924876,0.16010077874484654,0.14544205222171325,0.03527256069628951,0.1500229042601924
25,017,354100,2907,2437,2317,147,303,258,104,736,25,017,354100,25017354100,0.8383212934296526,0.7970416236670107,0.05056759545923633,0.1042311661506708,0.08875128998968008,0.03577571379428965,0.25318197454420366
25,017,354200,2907,2620,2545,95,170,124,54,899,25,017,354200,25017354200,0.9012727898176814,0.8754729962160303,0.032679738562091505,0.05847953216374269,0.042655658754729965,0.018575851393188854,0.30925352597179223
25,017,354300,3346,2348,2233,246,325,277,487,639,25,017,354300,25017354300,0.7017334130304842,0.6673640167364017,0.07352062163777645,0.09713090257023312,0.08278541542139868,0.14554692169754932,0.19097429766885834
25,017,354400,1647,1382,1334,67,124,84,92,434,25,017,354400,25017354400,0.8391013964784456,0.8099574984820886,0.04068002428658166,0.07528840315725562,0.051001821493624776,0.05585913782635094,0.26350941105039466
25,017,354500,2236,1881,1792,112,235,212,77,522,25,017,354500,25017354500,0.8412343470483006,0.8014311270125224,0.05008944543828265,0.1050983899821109,0.09481216457960644,0.03443649373881932,0.2334525939177102
25,017,354600,4538,2702,2557,234,575,490,1098,804,25,017,354600,25017354600,0.5954164830321728,0.5634640810929925,0.05156456588805641,0.12670780079330102,0.10797708241516087,0.24195680916703394,0.1771705597179374
25,017,354700,2509,2013,1942,106,268,220,152,585,25,017,354700,25017354700,0.8023116779593463,0.7740135512156238,0.04224790753288163,0.1068154643284177,0.0876843363889996,0.06058190514149064,0.23316062176165803
25,017,354800,1903,1598,1550,76,171,136,84,475,25,017,354800,25017354800,0.8397267472411981,0.814503415659485,0.039936941671045716,0.08985811875985286,0.07146610614818708,0.0441408302679979,0.24960588544403572
25,017,354900,6058,2327,2140,563,1378,1246,1916,722,25,017,354900,25017354900,0.38412017167381973,0.353251898316276,0.09293496203367448,0.22746781115879827,0.20567844172994387,0.3162759986794322,0.11918124793661275
25,017,355000,2689,1928,1827,168,323,281,319,589,25,017,355000,25017355000,0.7169951654890294,0.6794347341018966,0.06247675715879509,0.12011900334696914,0.10449981405727037,0.11863146150985497,0.21904053551506136
25,017,356100,3110,2746,2658,120,264,203,32,651,25,017,356100,25017356100,0.8829581993569132,0.8546623794212219,0.03858520900321544,0.08488745980707396,0.06527331189710611,0.010289389067524116,0.20932475884244373
25,017,356300,5040,4005,3861,243,581,527,288,1019,25,017,356300,25017356300,0.7946428571428571,0.7660714285714286,0.048214285714285716,0.11527777777777778,0.10456349206349207,0.05714285714285714,0.20218253968253969
25,017,356400,7247,6511,6387,172,531,449,96,2377,25,017,356400,25017356400,0.8984407340968676,0.8813302056023182,0.02373395887953636,0.07327169863391748,0.061956671726231545,0.013246860769973782,0.3279977921898717
25,017,356500,6580,5652,5535,199,626,537,122,2070,25,017,356500,25017356500,0.8589665653495441,0.8411854103343465,0.030243161094224924,0.09513677811550152,0.08161094224924012,0.018541033434650456,0.31458966565349544
25,017,356601,4216,3566,3475,137,450,384,118,1286,25,017,356601,25017356601,0.8458254269449715,0.8242409867172675,0.03249525616698292,0.10673624288425047,0.09108159392789374,0.027988614800759013,0.3050284629981025
25,017,356602,4169,3674,3606,111,317,269,97,1250,25,017,356602,25017356602,0.8812664907651715,0.8649556248500839,0.026625089949628207,0.0760374190453346,0.06452386663468458,0.023266970496521946,0.2998320940273447
25,017,356701,5844,4831,4690,214,714,651,154,1134,25,017,356701,25017356701,0.8266598220396988,0.8025325119780972,0.03661875427789185,0.12217659137577003,0.11139630390143737,0.026351813826146476,0.19404517453798767
25,017,356702,6638,5732,5592,199,633,530,133,1833,25,017,356702,25017356702,0.8635131063573366,0.8424224163904791,0.029978909310033143,0.09536004820729135,0.07984332630310334,0.020036155468514612,0.27613739078035554
25,017,357100,4185,3576,3499,93,534,479,29,1217,25,017,357100,25017357100,0.8544802867383513,0.8360812425328554,0.022222222222222223,0.12759856630824373,0.11445639187574672,0.006929510155316607,0.2908004778972521
25,017,357200,3202,2706,2630,98,420,357,33,890,25,017,357200,25017357200,0.8450968144909432,0.8213616489693941,0.030605871330418487,0.1311680199875078,0.11149281698938164,0.010306058713304185,0.27795128044971895
25,017,357300,2973,2460,2395,97,382,346,57,640,25,017,357300,25017357300,0.82744702320888,0.8055835856037672,0.032626976118398925,0.12848974100235452,0.1163807601749075,0.01917255297679112,0.21527077026572486
25,017,357400,2339,2046,1989,86,208,169,29,600,25,017,357400,25017357400,0.8747327917913639,0.8503634031637451,0.0367678495083369,0.08892689183411714,0.07225309961522018,0.012398460880718255,0.25651988029072254
25,017,357500,2130,1784,1751,59,283,242,21,478,25,017,357500,25017357500,0.8375586854460094,0.8220657276995306,0.027699530516431925,0.13286384976525822,0.1136150234741784,0.009859154929577466,0.2244131455399061
25,017,357600,2432,1948,1907,73,365,339,61,507,25,017,357600,25017357600,0.8009868421052632,0.7841282894736842,0.030016447368421052,0.15008223684210525,0.13939144736842105,0.025082236842105265,0.20847039473684212
25,017,357700,3727,2957,2866,132,535,477,135,730,25,017,357700,25017357700,0.7933995170378321,0.7689830963241213,0.035417225650657365,0.14354708881137646,0.12798497451033003,0.03622216259726321,0.19586799034075664
25,017,357800,3741,3162,3081,116,401,326,90,1045,25,017,357800,25017357800,0.8452285485164395,0.8235765838011226,0.031007751937984496,0.10719059075113606,0.08714247527399091,0.024057738572574178,0.2793370756482224
25,017,358100,5105,4075,3989,103,905,813,77,1550,25,017,358100,25017358100,0.7982370225269344,0.7813907933398628,0.020176297747306563,0.1772771792360431,0.15925563173359453,0.015083251714005876,0.3036238981390793
25,017,358300,5526,3826,3700,149,1475,1341,147,1239,25,017,358300,25017358300,0.6923633731451321,0.669562070213536,0.026963445530220776,0.26692001447701774,0.24267100977198697,0.026601520086862108,0.22421281216069489
25,017,358400,4895,3823,3726,120,963,891,58,1485,25,017,358400,25017358400,0.7810010214504597,0.7611848825331972,0.024514811031664963,0.19673135852911133,0.18202247191011237,0.011848825331971399,0.30337078651685395
25,017,358500,4861,3626,3552,101,1107,1023,48,1492,25,017,358500,25017358500,0.745937049989714,0.7307138448878832,0.02077761777412055,0.22773091956387576,0.21045052458341906,0.009874511417403826,0.3069327298909689
25,017,358600,5947,4474,4382,128,1315,1211,63,1745,25,017,358600,25017358600,0.7523120901294771,0.7368421052631579,0.021523457205313602,0.22111989238271398,0.20363208340339667,0.010593576593240289,0.2934252564318144
25,017,358700,5060,3881,3789,112,1050,961,80,1660,25,017,358700,25017358700,0.76699604743083,0.7488142292490119,0.022134387351778657,0.2075098814229249,0.1899209486166008,0.015810276679841896,0.32806324110671936
25,017,359100,6198,5317,5201,181,606,561,156,1616,25,017,359100,25017359100,0.8578573733462407,0.8391416585995483,0.02920296869958051,0.09777347531461762,0.09051306873184899,0.02516940948693127,0.26072926750564696
25,017,359300,7122,6126,5983,175,754,689,145,2080,25,017,359300,25017359300,0.8601516427969671,0.8400730131985398,0.02457174950856501,0.10586913788261725,0.09674248806515023,0.020359449592811007,0.29205279415894414
25,017,360100,1286,962,843,192,81,44,147,0,25,017,360100,25017360100,0.7480559875583204,0.6555209953343701,0.14930015552099535,0.06298600311041991,0.03421461897356143,0.11430793157076205,0.0
25,017,360200,5076,4514,4423,124,375,307,106,1706,25,017,360200,25017360200,0.8892828999211978,0.8713553979511426,0.02442868400315209,0.07387706855791962,0.06048069345941686,0.020882584712371945,0.33609141055949565
25,017,361100,5657,5365,5296,83,214,177,35,1846,25,017,361100,25017361100,0.9483825349124978,0.9361852572034647,0.014672087678981793,0.03782923811207354,0.03128866890578045,0.00618702492487184,0.3263213717518119
25,017,361200,5765,4829,4578,365,320,276,479,1346,25,017,361200,25017361200,0.8376409366869038,0.7941023417172594,0.06331309627059845,0.055507372072853424,0.04787510841283608,0.08308759757155247,0.23347788378143972
25,017,361300,6246,5656,5528,207,309,256,159,1795,25,017,361300,25017361300,0.9055395453089977,0.8850464297150176,0.03314121037463977,0.0494716618635927,0.04098623118796029,0.025456292026897216,0.28738392571245597
25,017,362100,4852,4330,4257,100,450,381,20,1573,25,017,362100,25017362100,0.8924154987633965,0.8773701566364386,0.020610057708161583,0.09274525968672712,0.07852431986809563,0.004122011541632316,0.3241962077493817
25,017,363102,5909,4049,3905,215,1542,1488,103,1367,25,017,363102,25017363102,0.6852259265527162,0.6608563208664748,0.03638517515654087,0.26095786089016754,0.25181925875782707,0.017431037400575392,0.2313420206464715
25,017,363103,3229,2573,2517,80,550,518,46,972,25,017,363103,25017363103,0.7968411272839888,0.7794982966862806,0.024775472282440383,0.17033137194177764,0.16042118302880148,0.01424589656240322,0.30102198823165066
25,017,363104,6105,4731,4633,143,1226,1169,66,1876,25,017,363104,25017363104,0.774938574938575,0.7588861588861588,0.023423423423423424,0.2008190008190008,0.1914823914823915,0.010810810810810811,0.3072891072891073
25,017,363201,3219,2689,2635,61,493,455,6,965,25,017,363201,25017363201,0.8353525939732837,0.8185771978875427,0.018949984467225848,0.15315315315315314,0.14134824479652067,0.001863932898415657,0.2997825411618515
25,017,363202,3462,2911,2865,61,473,437,17,1043,25,017,363202,25017363202,0.8408434430964761,0.8275563258232236,0.017619872905834777,0.1366262276140959,0.12622761409589833,0.004910456383593298,0.3012709416522241
25,017,364101,5266,4880,4718,240,146,123,101,1598,25,017,364101,25017364101,0.9266995822255982,0.8959361944549943,0.04557538928978352,0.027725028484618306,0.02335738701101405,0.019179642992783897,0.3034561336878086
25,017,364102,4840,4485,4392,137,174,152,69,1420,25,017,364102,25017364102,0.9266528925619835,0.9074380165289256,0.02830578512396694,0.03595041322314049,0.03140495867768595,0.014256198347107438,0.29338842975206614
25,017,365100,7732,7013,6911,128,586,476,62,2354,25,017,365100,25017365100,0.9070098292809105,0.8938178996378686,0.016554578375581996,0.07578892912571134,0.061562338334195554,0.00801862390067253,0.30444904293843766
25,017,365201,5607,5110,5023,119,396,323,29,1722,25,017,365201,25017365201,0.9113607990012484,0.8958444801141431,0.02122347066167291,0.07062600321027288,0.057606563224540754,0.005172106295701802,0.30711610486891383
25,017,365202,4320,3913,3845,103,288,242,58,1251,25,017,365202,25017365202,0.905787037037037,0.8900462962962963,0.023842592592592592,0.06666666666666667,0.056018518518518516,0.013425925925925926,0.28958333333333336
25,017,366100,4697,3939,3830,136,637,593,66,1438,25,017,366100,25017366100,0.8386203959974452,0.8154140941026187,0.028954651905471578,0.13561847988077497,0.12625079838194592,0.01405152224824356,0.3061528635299127
25,017,366201,3598,3258,3193,81,285,244,26,1162,25,017,366201,25017366201,0.90550305725403,0.8874374652584769,0.022512506948304613,0.0792106725958866,0.0678154530294608,0.007226236798221234,0.3229571984435798
25,017,366202,4699,4133,4059,98,500,449,21,1664,25,017,366202,25017366202,0.8795488401787614,0.8638008086826985,0.0208555011704618,0.10640561821664184,0.09555224515854437,0.004469035965098957,0.35411789742498406
25,017,367100,3959,3422,3342,90,493,436,21,1213,25,017,367100,25017367100,0.8643596867895933,0.844152563778732,0.022733013387218996,0.12452639555443294,0.11012882040919424,0.0053043697903510986,0.30639050265218487
25,017,367200,7302,6189,6051,204,786,678,209,2012,25,017,367200,25017367200,0.8475760065735415,0.8286770747740345,0.027937551355792935,0.1076417419884963,0.09285127362366474,0.028622295261572173,0.2755409476855656
25,017,368101,6101,4651,4452,306,965,917,293,1321,25,017,368101,25017368101,0.7623340435994099,0.7297164399278807,0.050155712178331424,0.15817079167349615,0.15030322897885592,0.048024913948533025,0.21652188165874448
25,017,368102,3627,2690,2560,256,472,431,304,1190,25,017,368102,25017368102,0.7416597739178384,0.7058174800110284,0.07058174800110284,0.13013509787703337,0.11883098979873173,0.08381582575130962,0.32809484422387647
25,017,368200,4294,3447,3287,364,374,326,239,1157,25,017,368200,25017368200,0.8027480204937122,0.7654867256637168,0.0847694457382394,0.08709827666511412,0.0759198882161155,0.05565905915230554,0.2694457382394038
25,017,368300,5345,3752,3148,1209,476,454,433,807,25,017,368300,25017368300,0.7019644527595884,0.5889616463985032,0.22619270346117867,0.08905519176800748,0.08493919550982226,0.08101028999064547,0.1509822263797942
25,017,368400,8117,6008,5557,765,1266,1168,435,969,25,017,368400,25017368400,0.7401749414808427,0.6846125415794012,0.09424664284834298,0.1559689540470617,0.1438955279043982,0.05359122828631268,0.11937908094123445
25,017,368500,3297,2148,1827,856,410,385,156,269,25,017,368500,25017368500,0.651501364877161,0.554140127388535,0.2596299666363361,0.12435547467394602,0.11677282377919321,0.047315741583257506,0.08158932362754019
25,017,368600,5196,3850,3300,1340,259,227,263,733,25,017,368600,25017368600,0.7409545804464973,0.6351039260969977,0.25789068514241725,0.049846035411855276,0.0436874518860662,0.05061585835257891,0.14107005388760585
25,017,368700,2462,1599,1255,869,108,85,208,277,25,017,368700,25017368700,0.6494719740048741,0.5097481722177092,0.3529650690495532,0.043866774979691305,0.03452477660438668,0.08448415922014622,0.11251015434606011
25,017,368800,4741,3352,2861,1132,343,319,359,785,25,017,368800,25017368800,0.7070238346340435,0.6034591858257752,0.23876819236448008,0.07234760599029741,0.06728538283062645,0.07572242143007804,0.1655768825142375
25,017,368901,6801,5671,5421,387,714,661,229,1591,25,017,368901,25017368901,0.8338479635347743,0.7970886634318483,0.05690339655932951,0.10498456109395678,0.09719158947213645,0.03367151889428025,0.23393618585502132
25,017,368902,4320,2928,2607,499,574,543,559,360,25,017,368902,25017368902,0.6777777777777778,0.6034722222222222,0.11550925925925926,0.13287037037037036,0.12569444444444444,0.12939814814814815,0.08333333333333333
25,017,369000,1528,1254,1192,80,198,174,51,497,25,017,369000,25017369000,0.8206806282722513,0.7801047120418848,0.05235602094240838,0.12958115183246074,0.11387434554973822,0.03337696335078534,0.325261780104712
25,017,369100,4803,4347,4211,217,202,170,122,1603,25,017,369100,25017369100,0.9050593379138039,0.8767437018530085,0.04518009577347491,0.04205704767853425,0.03539454507599417,0.02540079117218405,0.3337497397459921
25,017,370101,6488,5553,5355,384,441,399,220,1663,25,017,370101,25017370101,0.8558877928483354,0.8253699136868065,0.059186189889025895,0.06797163995067818,0.061498150431565965,0.03390875462392109,0.2563193588162762
25,017,370102,6751,5422,5150,420,844,764,233,1505,25,017,370102,25017370102,0.8031402755147385,0.7628499481558287,0.062213005480669534,0.12501851577544068,0.11316841949340839,0.03451340542141905,0.2229299363057325
25,017,370201,3757,3320,3229,128,254,214,77,1024,25,017,370201,25017370201,0.8836837902581848,0.8594623369709875,0.03406973649188182,0.06760713335107799,0.05696034069736492,0.020495075858397657,0.2725578919350546
25,017,370202,4149,3807,3699,159,167,129,69,1105,25,017,370202,25017370202,0.9175704989154013,0.8915401301518439,0.038322487346348515,0.04025066281031574,0.03109182935647144,0.016630513376717282,0.2663292359604724
25,017,370300,5644,4562,4343,375,565,446,215,1074,25,017,370300,25017370300,0.8082919914953933,0.7694897236002834,0.06644223954642098,0.10010630758327427,0.07902197023387668,0.03809355067328136,0.19029057406094968
25,017,370400,5126,4427,4289,222,392,352,136,989,25,017,370400,25017370400,0.8636363636363636,0.8367147873585642,0.04330862270776434,0.07647288333983612,0.06866952789699571,0.026531408505657432,0.1929379633242294
25,017,373100,4755,3893,3793,177,571,500,145,1032,25,017,373100,25017373100,0.8187171398527865,0.7976866456361724,0.03722397476340694,0.12008412197686645,0.10515247108307045,0.030494216614090432,0.2170347003154574
25,017,373200,4391,3507,3359,269,583,557,119,803,25,017,373200,25017373200,0.7986791163744021,0.7649738100660441,0.06126167160100205,0.13277157822819402,0.12685037576861763,0.027100888180368935,0.18287406057845593
25,017,373300,2799,2284,2234,104,348,309,85,672,25,017,373300,25017373300,0.8160057163272597,0.7981421936405859,0.037156127188281526,0.12433011789924973,0.11039657020364416,0.03036798856734548,0.24008574490889603
